Mode,Start_Time,Animal,Unit
0,2025-09-12 00:08:40.259816,1111111120121,1
0,2025-09-12 00:08:43.424588,1111111120121,2
solo,2025-09-12 00:08:43.426248,0,0
0,2025-09-12 00:20:35.988489,11111112120,1
1,2025-09-12 00:20:37.522462,11111112120,1
0,2025-09-12 00:20:40.843688,11111112120,2
solo,2025-09-12 00:20:40.845370,0,0
0,2025-09-12 00:42:33.799949,11111112223,4
1,2025-09-12 00:42:34.877608,11111112223,4
reset2,2025-09-12 00:43:34.877556,0,5
0,2025-09-12 00:45:32.040719,1111111168169,3
0,2025-09-12 00:45:35.150756,1111111168169,4
solo2,2025-09-12 00:45:35.152426,0,5
0,2025-09-12 00:49:37.866585,1111110189189,4
0,2025-09-12 00:49:47.485776,1111110189189,3
solo2,2025-09-12 00:49:47.487309,0,5
0,2025-09-12 00:52:48.832802,1111111170171,4
1,2025-09-12 00:53:16.077470,1111111170171,4
2,2025-09-12 00:54:14.171928,11111112223,4
3,2025-09-12 00:54:17.337936,11111112223,4
0,2025-09-12 00:54:44.578033,11111112223,3
solo2,2025-09-12 00:54:44.579755,0,5
0,2025-09-12 00:54:47.809668,11111112223,4
reset2,2025-09-12 00:55:47.809599,0,5
0,2025-09-12 00:59:17.570055,1111111140141,1
0,2025-09-12 00:59:19.757797,1111111140141,2
solo,2025-09-12 00:59:19.759436,0,0
0,2025-09-12 01:06:47.408965,1111111170171,3
1,2025-09-12 01:07:00.230036,1111111170171,3
reset2,2025-09-12 01:08:00.230161,0,5
0,2025-09-12 01:10:29.205513,1111111140141,2
0,2025-09-12 01:10:34.353321,1111111140141,1
solo,2025-09-12 01:10:34.354966,0,0
0,2025-09-12 01:10:44.544537,1111111140141,1
0,2025-09-12 01:10:53.269265,1111111140141,2
solo,2025-09-12 01:10:53.271036,0,0
0,2025-09-12 01:11:00.758125,1111111140141,2
0,2025-09-12 01:11:08.207947,1111111140141,1
solo,2025-09-12 01:11:08.209621,0,0
0,2025-09-12 01:22:16.937476,1111111120121,2
0,2025-09-12 01:22:20.587294,1111111120121,1
solo,2025-09-12 01:22:20.588862,0,0
0,2025-09-12 01:25:19.356990,1111111117116,1
1,2025-09-12 01:25:26.114731,1111111117116,1
0,2025-09-12 01:25:34.887746,1111111117116,2
solo,2025-09-12 01:25:34.889297,0,0
0,2025-09-12 01:25:36.486762,1111111117116,2
1,2025-09-12 01:25:37.499188,1111111117116,2
0,2025-09-12 01:25:45.553632,1111111120121,1
start Lindzey,2025-09-12 01:25:45.555155,0,0
1,2025-09-12 01:25:49.601741,1111111120121,1
2,2025-09-12 01:25:52.533910,1111111120121,2
End Lindzey,2025-09-12 01:26:45.555613,0,0
0,2025-09-12 01:33:03.032009,1111111120121,2
0,2025-09-12 01:33:05.505831,1111111120121,1
solo,2025-09-12 01:33:05.507489,0,0
0,2025-09-12 01:34:03.162555,11111112120,2
0,2025-09-12 01:34:05.295022,1111111117116,1
start Lindzey,2025-09-12 01:34:05.296562,0,0
1,2025-09-12 01:34:08.592039,1111111117116,1
2,2025-09-12 01:34:09.267010,11111112120,1
3,2025-09-12 01:34:11.030873,11111112120,1
4,2025-09-12 01:34:23.835254,1111111117116,1
1,2025-09-12 01:34:28.438777,1111111117116,2
5,2025-09-12 01:34:47.996933,11111112120,1
6,2025-09-12 01:34:55.733596,11111112120,1
2,2025-09-12 01:35:04.986833,11111112120,2
3,2025-09-12 01:35:11.383614,11111112120,2
