Mode,Start_Time,Animal,Unit
reset2,2025-09-07 00:01:38.118004,0,0
0,2025-09-07 00:09:47.343980,1111111168169,4
1,2025-09-07 00:09:49.957244,1111111168169,4
0,2025-09-07 00:10:07.148497,1111111168169,3
solo2,2025-09-07 00:10:07.150131,0,0
0,2025-09-07 00:44:37.086362,11111112120,2
1,2025-09-07 00:44:38.656201,11111112120,2
0,2025-09-07 00:44:42.677399,11111112120,1
solo,2025-09-07 00:44:42.678973,0,0
0,2025-09-07 00:46:26.541604,11111112120,2
0,2025-09-07 00:46:28.019654,11111112120,1
solo,2025-09-07 00:46:28.021179,0,0
0,2025-09-07 00:46:30.033366,11111112120,1
reset,2025-09-07 00:48:30.033325,0,0
0,2025-09-07 00:55:08.179496,11111112223,4
reset2,2025-09-07 00:57:08.179442,0,0
0,2025-09-07 00:59:43.625369,11111112223,3
0,2025-09-07 00:59:50.578201,11111112223,4
solo2,2025-09-07 00:59:50.579775,0,0
0,2025-09-07 01:00:01.313683,11111112223,3
1,2025-09-07 01:00:03.760417,11111112223,3
0,2025-09-07 01:00:05.953302,11111112223,4
solo2,2025-09-07 01:00:05.954837,0,0
0,2025-09-07 01:00:08.141885,11111112223,4
reset2,2025-09-07 01:02:08.141858,0,0
0,2025-09-07 01:13:26.788100,11111112223,4
1,2025-09-07 01:13:28.976781,11111112223,4
0,2025-09-07 01:13:34.020257,1111111120121,2
0,2025-09-07 01:13:36.277300,1111111120121,1
solo,2025-09-07 01:13:36.279052,0,0
0,2025-09-07 01:13:37.347607,11111112223,3
solo2,2025-09-07 01:13:37.349276,0,0
0,2025-09-07 01:13:50.243033,11111112223,3
1,2025-09-07 01:13:51.090411,1111110189189,3
2,2025-09-07 01:13:57.126233,1111110189189,3
0,2025-09-07 01:14:01.290480,1111110189189,4
solo2,2025-09-07 01:14:01.292008,0,0
0,2025-09-07 01:20:47.924279,1111110189189,4
1,2025-09-07 01:20:50.112715,1111110189189,4
0,2025-09-07 01:20:55.621169,1111110189189,3
solo2,2025-09-07 01:20:55.622717,0,0
0,2025-09-07 01:20:56.996192,1111110189189,3
reset2,2025-09-07 01:22:56.996319,0,0
0,2025-09-07 01:31:46.819809,11111112223,3
0,2025-09-07 01:31:49.291440,11111112223,4
solo2,2025-09-07 01:31:49.292956,0,0
0,2025-09-07 01:31:54.027842,11111112223,4
0,2025-09-07 01:33:02.235708,1111111120121,1
1,2025-09-07 01:33:04.847093,1111111120121,1
0,2025-09-07 01:33:07.753976,1111111120121,2
solo,2025-09-07 01:33:07.755628,0,0
reset2,2025-09-07 01:33:54.027794,0,0
0,2025-09-07 01:37:07.553088,1111111168169,3
1,2025-09-07 01:37:12.316311,1111111168169,3
0,2025-09-07 01:37:16.074487,1111111168169,4
solo2,2025-09-07 01:37:16.076022,0,0
0,2025-09-07 01:40:37.420828,11111112120,2
0,2025-09-07 01:40:39.878703,11111112120,1
solo,2025-09-07 01:40:39.880264,0,0
0,2025-09-07 01:45:00.581695,1111111117116,2
0,2025-09-07 01:45:03.383536,1111111117116,1
solo,2025-09-07 01:45:03.385062,0,0
0,2025-09-07 02:06:23.773560,1111111168169,3
1,2025-09-07 02:06:26.253229,1111111168169,3
0,2025-09-07 02:06:28.318138,1111111168169,4
solo2,2025-09-07 02:06:28.319653,0,0
0,2025-09-07 02:16:15.209453,11111112223,3
reset2,2025-09-07 02:18:15.209723,0,0
0,2025-09-07 02:21:31.247793,1111111168169,3
1,2025-09-07 02:21:32.683199,1111111168169,3
0,2025-09-07 02:21:34.989917,1111111168169,4
solo2,2025-09-07 02:21:34.991562,0,0
0,2025-09-07 02:23:37.396949,1111110189189,4
1,2025-09-07 02:23:39.291327,1111110189189,4
0,2025-09-07 02:23:42.478515,1111111168169,3
start Lindzey2,2025-09-07 02:23:42.480008,0,0
1,2025-09-07 02:23:48.481577,1111111168169,3
2,2025-09-07 02:23:51.027442,1111111168169,3
3,2025-09-07 02:23:54.060460,1111111168169,3
4,2025-09-07 02:23:55.810163,1111110189189,3
5,2025-09-07 02:24:03.786389,1111111168169,3
6,2025-09-07 02:24:05.646087,1111111168169,3
2,2025-09-07 02:24:09.373856,1111111168169,4
3,2025-09-07 02:24:25.328412,1111111168169,4
4,2025-09-07 02:24:26.504383,1111111168169,4
7,2025-09-07 02:24:29.362331,1111111168169,3
End Lindzey2,2025-09-07 02:25:42.480316,0,0
0,2025-09-07 02:25:43.564817,1111111168169,3
0,2025-09-07 02:25:49.520435,1111111168169,4
solo2,2025-09-07 02:25:49.521955,0,0
0,2025-09-07 02:28:33.464177,1111111168169,3
0,2025-09-07 02:28:36.501898,1111111168169,4
solo2,2025-09-07 02:28:36.503431,0,0
0,2025-09-07 02:29:26.949043,11111112223,3
0,2025-09-07 02:29:41.301450,1111110189189,4
start Lindzey2,2025-09-07 02:29:41.302956,0,0
1,2025-09-07 02:29:43.324131,1111110189189,4
1,2025-09-07 02:29:48.035395,11111112223,3
2,2025-09-07 02:29:56.820197,1111110189189,3
End Lindzey2,2025-09-07 02:31:41.303257,0,0
0,2025-09-07 02:35:10.715432,1111111168169,3
1,2025-09-07 02:35:13.129647,1111111168169,3
0,2025-09-07 02:35:15.173653,1111111168169,4
solo2,2025-09-07 02:35:15.175196,0,0
0,2025-09-07 02:36:18.643088,1111110189189,3
1,2025-09-07 02:36:21.254305,1111110189189,3
0,2025-09-07 02:36:23.711807,1111110189189,4
solo2,2025-09-07 02:36:23.713393,0,0
0,2025-09-07 02:37:07.619686,1111111168169,3
1,2025-09-07 02:37:08.794295,1111111168169,3
0,2025-09-07 02:37:10.579530,1111111168169,4
solo2,2025-09-07 02:37:10.581046,0,0
0,2025-09-07 02:45:30.550134,11111112223,4
1,2025-09-07 02:45:32.967748,11111112223,4
0,2025-09-07 02:47:26.470969,11111112223,3
solo2,2025-09-07 02:47:26.472486,0,0
0,2025-09-07 02:47:29.408775,11111112223,4
reset2,2025-09-07 02:49:29.408930,0,0
0,2025-09-07 03:04:06.192877,11111112223,4
0,2025-09-07 03:04:10.092939,11111112223,3
solo2,2025-09-07 03:04:10.094479,0,0
0,2025-09-07 03:09:59.253512,1111111168169,4
1,2025-09-07 03:10:00.919967,1111111168169,4
0,2025-09-07 03:10:15.928627,1111111168169,3
solo2,2025-09-07 03:10:15.930160,0,0
0,2025-09-07 03:10:19.724308,1111111168169,3
reset2,2025-09-07 03:12:19.724589,0,0
0,2025-09-07 03:16:53.036782,1111111117116,2
0,2025-09-07 03:16:55.550782,1111111117116,1
solo,2025-09-07 03:16:55.552313,0,0
0,2025-09-07 03:17:34.589439,1111110189189,4
1,2025-09-07 03:17:36.058332,1111110189189,4
0,2025-09-07 03:17:40.362197,1111110189189,3
solo2,2025-09-07 03:17:40.363718,0,0
0,2025-09-07 03:19:22.911134,1111111120121,1
1,2025-09-07 03:19:24.641269,1111111120121,1
0,2025-09-07 03:19:28.144684,1111111120121,2
solo,2025-09-07 03:19:28.146210,0,0
0,2025-09-07 03:22:07.651585,11111112223,3
reset2,2025-09-07 03:24:07.651689,0,0
0,2025-09-07 03:24:22.126841,1111110189189,3
0,2025-09-07 03:24:26.089991,1111110189189,4
solo2,2025-09-07 03:24:26.091535,0,0
0,2025-09-07 03:24:28.999582,1111111168169,3
0,2025-09-07 03:24:31.778459,1111111168169,4
solo2,2025-09-07 03:24:31.779968,0,0
0,2025-09-07 03:32:10.399380,1111111140141,1
0,2025-09-07 03:32:15.318258,1111111140141,2
solo,2025-09-07 03:32:15.319789,0,0
0,2025-09-07 03:32:32.498006,11111112223,4
