Mode,Start_Time,Animal,Unit
OPEN,2026-03-14 00:00:22.454465,0,0
0,2026-03-14 00:03:07.201101,12185194217,3
0,2026-03-14 00:03:08.114135,12185194217,4
solo,2026-03-14 00:03:08.116081,0,0
OPEN,2026-03-14 00:03:28.116614,0,0
0,2026-03-14 00:06:33.860521,12184180174,3
0,2026-03-14 00:06:35.674879,12184180174,4
solo,2026-03-14 00:06:35.677090,0,0
OPEN,2026-03-14 00:06:55.677662,0,0
0,2026-03-14 00:07:26.667080,12185194217,4
0,2026-03-14 00:07:27.943678,12185194217,3
solo,2026-03-14 00:07:27.945507,0,0
1,2026-03-14 00:07:31.607223,121848676,4
1,2026-03-14 00:07:42.687216,121848676,3
OPEN,2026-03-14 00:08:12.689378,0,0
0,2026-03-14 00:10:59.186080,12185194217,3
0,2026-03-14 00:11:00.325903,12185194217,4
solo,2026-03-14 00:11:00.328192,0,0
OPEN,2026-03-14 00:11:20.328778,0,0
0,2026-03-14 00:11:44.014823,12184180174,4
0,2026-03-14 00:11:49.178842,12184180174,3
solo,2026-03-14 00:11:49.181051,0,0
OPEN,2026-03-14 00:12:19.182637,0,0
0,2026-03-14 00:19:18.098862,12184180174,3
OPEN,2026-03-14 00:19:38.099746,0,0
0,2026-03-14 00:21:32.090982,12184180174,3
0,2026-03-14 00:21:33.977832,12184180174,4
solo,2026-03-14 00:21:33.979971,0,0
OPEN,2026-03-14 00:21:53.980754,0,0
0,2026-03-14 00:25:31.721505,121848676,3
0,2026-03-14 00:25:34.340629,121848676,4
solo,2026-03-14 00:25:34.342235,0,0
OPEN,2026-03-14 00:25:54.342866,0,0
0,2026-03-14 00:26:01.212938,12184180174,4
0,2026-03-14 00:26:04.372619,12184180174,3
solo,2026-03-14 00:26:04.374197,0,0
1,2026-03-14 00:26:11.150075,12185194217,4
1,2026-03-14 00:26:15.028408,12185194217,3
OPEN,2026-03-14 00:26:35.030430,0,0
0,2026-03-14 00:31:10.342041,12184180174,3
0,2026-03-14 00:31:12.580672,12184180174,4
OPEN,2026-03-14 00:31:32.581119,0,0
0,2026-03-14 00:33:00.217502,12185194217,3
0,2026-03-14 00:33:02.394416,12185194217,4
solo,2026-03-14 00:33:02.396421,0,0
OPEN,2026-03-14 00:33:22.396964,0,0
0,2026-03-14 00:37:39.299839,12184180174,4
0,2026-03-14 00:37:50.243813,12184180174,3
solo,2026-03-14 00:37:50.245564,0,0
OPEN,2026-03-14 00:38:20.246445,0,0
0,2026-03-14 00:39:32.318951,12185194217,4
0,2026-03-14 00:39:34.968424,12185194217,3
solo,2026-03-14 00:39:34.970109,0,0
OPEN,2026-03-14 00:39:54.970680,0,0
0,2026-03-14 00:40:13.756910,121848676,4
0,2026-03-14 00:40:20.985646,12185194217,3
start Lindzey,2026-03-14 00:40:21.963677,0,0
1,2026-03-14 00:40:28.410600,121848676,4
2,2026-03-14 00:40:28.968976,12185194217,4
End Lindzey,2026-03-14 00:40:38.970547,0,0
OPEN,2026-03-14 00:40:48.970901,0,0
0,2026-03-14 00:41:12.716287,12185194217,4
1,2026-03-14 00:41:14.446787,12185194217,4
0,2026-03-14 00:41:19.827247,12185194217,3
solo,2026-03-14 00:41:19.828762,0,0
2,2026-03-14 00:41:31.155593,121848676,4
1,2026-03-14 00:41:35.609522,121848676,3
OPEN,2026-03-14 00:41:55.611446,0,0
0,2026-03-14 00:42:23.761679,12185194217,3
0,2026-03-14 00:42:31.188219,12185194217,4
solo,2026-03-14 00:42:31.190530,0,0
OPEN,2026-03-14 00:42:51.191291,0,0
0,2026-03-14 00:42:53.006925,12185194217,3
OPEN,2026-03-14 00:43:30.853914,0,0
0,2026-03-14 00:43:38.903094,12185194217,3
0,2026-03-14 00:43:45.090454,12185194217,4
solo,2026-03-14 00:43:45.092181,0,0
OPEN,2026-03-14 00:44:05.093308,0,0
0,2026-03-14 00:44:43.083671,12185194217,4
0,2026-03-14 00:44:44.961408,12185194217,3
solo,2026-03-14 00:44:45.468972,0,0
1,2026-03-14 00:45:06.566302,121848676,3
1,2026-03-14 00:45:16.837802,121848676,4
2,2026-03-14 00:45:18.568210,121848676,4
OPEN,2026-03-14 00:45:38.570492,0,0
0,2026-03-14 00:49:04.419292,12185194217,3
0,2026-03-14 00:49:05.711609,12185194217,4
solo,2026-03-14 00:49:05.713457,0,0
OPEN,2026-03-14 00:49:25.714113,0,0
0,2026-03-14 00:55:31.751912,12184180174,3
0,2026-03-14 00:55:34.266781,12184180174,4
solo,2026-03-14 00:55:34.268920,0,0
OPEN,2026-03-14 00:55:54.269993,0,0
0,2026-03-14 00:57:21.944099,12185194217,4
0,2026-03-14 00:57:23.458167,12185194217,3
solo,2026-03-14 00:57:23.459939,0,0
OPEN,2026-03-14 00:57:43.460490,0,0
0,2026-03-14 00:58:05.164595,121848676,3
0,2026-03-14 00:58:09.291677,121848676,4
solo,2026-03-14 00:58:09.293762,0,0
OPEN,2026-03-14 00:58:29.294341,0,0
0,2026-03-14 01:04:17.421751,12185194217,3
0,2026-03-14 01:04:18.610156,12185194217,4
solo,2026-03-14 01:04:18.612213,0,0
OPEN,2026-03-14 01:04:38.612786,0,0
0,2026-03-14 01:04:53.623611,12184180174,4
0,2026-03-14 01:04:57.436979,12184180174,3
solo,2026-03-14 01:04:57.438477,0,0
OPEN,2026-03-14 01:05:27.439435,0,0
0,2026-03-14 01:05:47.683959,12185194217,4
0,2026-03-14 01:05:52.554591,12185194217,3
solo,2026-03-14 01:05:52.556855,0,0
OPEN,2026-03-14 01:06:42.559401,0,0
0,2026-03-14 01:10:31.986102,12184133159,4
0,2026-03-14 01:10:34.214698,12184133159,3
solo,2026-03-14 01:10:34.216939,0,0
OPEN,2026-03-14 01:10:54.218013,0,0
0,2026-03-14 01:12:15.537252,12184180174,3
0,2026-03-14 01:12:17.482343,12184180174,4
OPEN,2026-03-14 01:12:37.482717,0,0
0,2026-03-14 01:13:06.399297,12184133159,3
0,2026-03-14 01:13:07.446249,12184133159,4
solo,2026-03-14 01:13:07.448598,0,0
OPEN,2026-03-14 01:13:27.449148,0,0
0,2026-03-14 01:15:24.582934,12184133159,4
