Mode,Start_Time,Animal,Weight,Unit,Pellets
1,2025-12-18 23:57:36.895916,12186161185,19.18,2,0
1,2025-12-19 00:00:03.698596,12183119106,18.81,2,3
1,2025-12-19 00:00:28.980984,12183119106,19.75,2,0
1,2025-12-19 00:00:30.778618,12183119106,19.6,2,0
1,2025-12-19 00:02:04.895372,12184260,18.8,2,1
1,2025-12-18 23:48:34.554165,12186161185,19.15,1,0
1,2025-12-19 00:04:24.597745,12186161185,18.75,1,2
1,2025-12-19 00:04:34.097454,12186161185,19.03,1,1
1,2025-12-19 00:04:44.870766,12186161185,18.97,1,1
1,2025-12-19 00:04:56.329525,12186161185,19.0,1,0
1,2025-12-19 00:04:59.627066,12186161185,19.17,1,0
1,2025-12-19 00:05:03.479577,12186161185,19.6,1,0
1,2025-12-19 00:05:10.677645,12186161185,19.03,1,0
1,2025-12-19 00:05:13.158837,12186161185,18.96,1,0
1,2025-12-19 00:05:15.389093,12186161185,19.46,1,0
1,2025-12-19 00:05:17.622615,12186161185,20.57,1,0
1,2025-12-19 00:02:09.761348,12184260,19.11,2,0
1,2025-12-19 00:16:10.333508,12184170176,20.05,2,1
1,2025-12-19 00:16:12.162533,12184170176,20.64,2,1
1,2025-12-19 00:16:25.849393,12184170176,20.54,2,1
1,2025-12-19 00:16:38.327253,12184170176,20.82,2,1
1,2025-12-19 00:16:48.061247,12184170176,20.51,2,1
1,2025-12-19 00:17:01.814188,12184170176,20.6,2,0
1,2025-12-19 00:17:13.324201,12183119106,18.98,2,5
1,2025-12-19 00:18:14.472638,12183119106,19.84,2,0
1,2025-12-19 00:18:30.586044,12186161185,18.76,2,1
1,2025-12-19 00:18:41.724590,12186161185,19.03,2,1
1,2025-12-19 00:18:50.740038,12186161185,19.1,2,3
1,2025-12-19 00:05:18.830113,12186161185,19.02,1,0
1,2025-12-19 00:22:25.757424,12184260,18.69,1,1
1,2025-12-19 00:19:17.394680,12186161185,19.15,2,0
1,2025-12-19 00:22:27.878938,12184260,18.89,1,0
1,2025-12-19 00:22:33.813838,12184199,19.94,2,1
1,2025-12-19 00:22:36.198219,1102000232,20.2,2,0
1,2025-12-19 00:22:35.029555,12184260,18.76,1,0
1,2025-12-19 00:22:37.332402,12184260,18.73,1,0
1,2025-12-19 00:22:36.406186,12184199,19.82,2,0
1,2025-12-19 00:22:41.959432,12184199,19.59,2,0
1,2025-12-19 00:22:50.129543,12184199,19.93,2,1
1,2025-12-19 00:22:52.448586,12184199,19.9,2,1
