Mode,Start_Time,Animal,Unit
0,2025-11-29 02:14:23.348052,12186161185,4
OPEN,2025-11-29 02:14:43.348458,0,0
0,2025-11-29 02:25:09.954180,12186161185,4
1,2025-11-29 02:25:12.729747,12186161185,4
2,2025-11-29 02:25:15.407163,12186161185,4
3,2025-11-29 02:25:17.303936,12186161185,4
OPEN,2025-11-29 02:25:37.304359,0,0
initialize,2025-11-29 09:02:28.392294,0,3
initialize,2025-11-29 09:02:28.392298,0,4
initialize,2025-11-29 09:02:54.600216,0,3
initialize,2025-11-29 09:02:54.600221,0,4
OPEN,2025-11-29 09:03:01.607431,0,0
0,2025-11-29 14:16:21.062641,12186161185,4
OPEN,2025-11-29 14:16:41.308289,0,0
0,2025-11-29 14:16:48.002100,12186161185,4
OPEN,2025-11-29 14:17:08.002505,0,0
0,2025-11-29 14:20:01.201052,12186161185,4
1,2025-11-29 14:20:02.899111,12186161185,4
2,2025-11-29 14:20:10.572363,12186161185,4
3,2025-11-29 14:20:13.445898,12186161185,4
0,2025-11-29 14:20:48.475638,12186161185,3
solo,2025-11-29 14:20:48.477917,0,0
OPEN,2025-11-29 14:21:08.478439,0,0
0,2025-11-29 14:21:36.180948,12186161185,3
OPEN,2025-11-29 14:21:56.181438,0,0
0,2025-11-29 14:23:10.013354,12186161185,3
0,2025-11-29 14:23:21.893084,12186161185,4
solo,2025-11-29 14:23:21.894603,0,0
OPEN,2025-11-29 14:23:41.895133,0,0
0,2025-11-29 14:23:44.431146,12186161185,4
0,2025-11-29 14:23:47.679135,12186161185,3
solo,2025-11-29 14:23:47.681145,0,0
OPEN,2025-11-29 14:24:07.681762,0,0
0,2025-11-29 14:25:56.796289,12186161185,3
0,2025-11-29 14:26:01.068889,12186161185,4
solo,2025-11-29 14:26:01.070556,0,0
OPEN,2025-11-29 14:26:21.071209,0,0
0,2025-11-29 14:26:25.020046,12186161185,4
OPEN,2025-11-29 14:26:45.020534,0,0
0,2025-11-29 14:31:40.146806,12186161185,3
0,2025-11-29 14:31:47.591761,12186161185,4
solo,2025-11-29 14:31:47.593372,0,0
OPEN,2025-11-29 14:32:07.594190,0,0
0,2025-11-29 14:32:46.220225,12186161185,4
0,2025-11-29 14:32:47.931983,12186161185,3
solo,2025-11-29 14:32:47.933980,0,0
OPEN,2025-11-29 14:33:07.934861,0,0
0,2025-11-29 14:47:47.473230,12186161185,3
0,2025-11-29 14:48:02.355123,12186161185,4
solo,2025-11-29 14:48:02.356834,0,0
OPEN,2025-11-29 14:48:22.357808,0,0
0,2025-11-29 14:58:59.834939,12186161185,4
0,2025-11-29 14:59:09.502704,12186161185,3
solo,2025-11-29 14:59:09.504770,0,0
OPEN,2025-11-29 14:59:29.505703,0,0
0,2025-11-29 15:05:17.829557,12186161185,3
0,2025-11-29 15:05:22.275312,12186161185,4
solo,2025-11-29 15:05:22.276921,0,0
OPEN,2025-11-29 15:05:42.277885,0,0
0,2025-11-29 15:07:01.542876,12186161185,4
0,2025-11-29 15:07:04.134926,12186161185,3
solo,2025-11-29 15:07:04.136496,0,0
OPEN,2025-11-29 15:07:24.137347,0,0
0,2025-11-29 15:08:28.507180,12186161185,4
OPEN,2025-11-29 15:08:48.507611,0,0
