Mode,Start_Time,Animal,Unit
0,2026-03-05 00:05:06.989404,121868864,4
0,2026-03-05 00:05:10.221936,121868864,3
solo,2026-03-05 00:05:10.346626,0,0
OPEN,2026-03-05 00:05:30.347230,0,0
0,2026-03-05 00:12:41.798673,121868864,3
0,2026-03-05 00:12:46.648380,121868864,4
solo,2026-03-05 00:12:46.650019,0,0
OPEN,2026-03-05 00:13:06.650640,0,0
0,2026-03-05 00:34:02.960086,121835839,4
0,2026-03-05 00:34:14.395688,121835839,3
solo,2026-03-05 00:34:14.397383,0,0
OPEN,2026-03-05 00:34:34.398093,0,0
0,2026-03-05 00:38:43.664977,121835839,3
0,2026-03-05 00:38:50.401077,121835839,4
OPEN,2026-03-05 00:39:10.751115,0,0
0,2026-03-05 00:49:52.380115,121868864,4
0,2026-03-05 00:49:55.187873,121868864,3
solo,2026-03-05 00:49:55.373410,0,0
OPEN,2026-03-05 00:50:15.373992,0,0
0,2026-03-05 00:56:42.618986,121868864,3
0,2026-03-05 00:56:48.897903,121868864,4
solo,2026-03-05 00:56:48.899925,0,0
OPEN,2026-03-05 00:57:08.900797,0,0
0,2026-03-05 01:08:07.047226,121868864,4
0,2026-03-05 01:08:10.916169,121868864,3
solo,2026-03-05 01:08:10.917806,0,0
OPEN,2026-03-05 01:08:30.918406,0,0
0,2026-03-05 01:13:23.369943,121868864,3
0,2026-03-05 01:13:26.640295,121868864,4
solo,2026-03-05 01:13:26.641984,0,0
OPEN,2026-03-05 01:13:46.642619,0,0
0,2026-03-05 01:16:12.793083,121868864,4
0,2026-03-05 01:16:17.208758,121868864,3
OPEN,2026-03-05 01:16:37.209707,0,0
0,2026-03-05 01:17:55.138830,121868864,3
1,2026-03-05 01:18:00.596123,121868864,3
0,2026-03-05 01:18:09.103458,121868864,4
1,2026-03-05 01:18:20.858580,121868864,4
2,2026-03-05 01:18:32.482976,121868864,4
solo,2026-03-05 01:18:36.209539,0,0
OPEN,2026-03-05 01:18:56.210738,0,0
0,2026-03-05 01:21:08.019287,121868864,4
1,2026-03-05 01:21:10.957849,121868864,4
0,2026-03-05 01:21:18.714064,121868864,3
solo,2026-03-05 01:21:18.715676,0,0
OPEN,2026-03-05 01:21:38.716234,0,0
0,2026-03-05 01:22:44.378196,121868864,3
0,2026-03-05 01:22:49.005951,121868864,4
solo,2026-03-05 01:22:49.007641,0,0
OPEN,2026-03-05 01:23:09.008215,0,0
0,2026-03-05 02:48:54.408719,12183128157,4
0,2026-03-05 02:48:58.282370,12183128157,3
solo,2026-03-05 02:48:58.283975,0,0
OPEN,2026-03-05 02:49:18.385936,0,0
0,2026-03-05 02:55:30.903890,12183128157,3
0,2026-03-05 02:55:34.883691,12183128157,4
solo,2026-03-05 02:55:34.885543,0,0
OPEN,2026-03-05 02:55:54.886538,0,0
0,2026-03-05 02:59:10.991322,12183128157,4
0,2026-03-05 02:59:14.082109,12183128157,3
solo,2026-03-05 02:59:14.084148,0,0
OPEN,2026-03-05 02:59:34.085069,0,0
0,2026-03-05 03:09:31.382157,12183128157,3
0,2026-03-05 03:09:51.518716,12183128157,4
solo,2026-03-05 03:09:51.520251,0,0
OPEN,2026-03-05 03:10:11.521033,0,0
0,2026-03-05 03:12:56.656114,12183128157,4
0,2026-03-05 03:13:03.647576,12183128157,3
solo,2026-03-05 03:13:03.649658,0,0
OPEN,2026-03-05 03:13:23.650603,0,0
0,2026-03-05 03:15:34.338603,12183128157,3
0,2026-03-05 03:15:38.576232,12183128157,4
solo,2026-03-05 03:15:38.577771,0,0
OPEN,2026-03-05 03:15:58.578614,0,0
0,2026-03-05 03:26:08.406388,12183128157,4
0,2026-03-05 03:26:10.344053,12183128157,3
solo,2026-03-05 03:26:10.345624,0,0
OPEN,2026-03-05 03:26:30.346581,0,0
0,2026-03-05 03:33:51.487635,12183128157,3
0,2026-03-05 03:34:00.899935,12183128157,4
solo,2026-03-05 03:34:00.902301,0,0
OPEN,2026-03-05 03:34:20.903077,0,0
0,2026-03-05 03:34:34.271373,12183128157,4
0,2026-03-05 03:34:47.925156,12183128157,3
OPEN,2026-03-05 03:35:07.926069,0,0
0,2026-03-05 03:35:55.519960,12183128157,3
0,2026-03-05 03:35:58.705366,12183128157,4
solo,2026-03-05 03:35:59.304366,0,0
OPEN,2026-03-05 03:36:19.305255,0,0
0,2026-03-05 03:42:11.121228,12183128157,4
0,2026-03-05 03:42:13.164128,12183128157,3
solo,2026-03-05 03:42:13.166402,0,0
OPEN,2026-03-05 03:42:33.167029,0,0
0,2026-03-05 03:52:31.456169,12183128157,3
0,2026-03-05 03:52:53.734976,12183128157,4
solo,2026-03-05 03:52:53.736527,0,0
OPEN,2026-03-05 03:53:13.737475,0,0
0,2026-03-05 03:53:29.747544,12183128157,4
0,2026-03-05 03:53:46.366789,12183128157,3
solo,2026-03-05 03:53:46.368428,0,0
OPEN,2026-03-05 03:54:06.369357,0,0
0,2026-03-05 03:54:10.624603,12183128157,3
1,2026-03-05 03:54:12.266650,12183128157,3
0,2026-03-05 03:54:35.426603,12183128157,4
OPEN,2026-03-05 03:54:55.427374,0,0
0,2026-03-05 03:55:46.024328,12183128157,4
1,2026-03-05 03:55:48.734661,12183128157,4
2,2026-03-05 03:55:54.057015,12183128157,4
0,2026-03-05 03:56:04.549770,12183128157,3
solo,2026-03-05 03:56:04.951573,0,0
OPEN,2026-03-05 03:56:24.952233,0,0
0,2026-03-05 03:56:48.871882,12183128157,3
1,2026-03-05 03:56:52.791858,12183128157,3
0,2026-03-05 03:56:59.825987,12183128157,4
1,2026-03-05 03:57:01.491321,12183128157,4
OPEN,2026-03-05 03:57:21.491472,0,0
0,2026-03-05 03:58:05.570366,12183128157,4
0,2026-03-05 03:58:08.416176,12183128157,3
solo,2026-03-05 03:58:08.741351,0,0
OPEN,2026-03-05 03:58:28.742271,0,0
0,2026-03-05 03:58:33.507400,12183128157,3
0,2026-03-05 03:58:49.379601,12183128157,4
solo,2026-03-05 03:58:49.381322,0,0
OPEN,2026-03-05 03:59:09.382241,0,0
0,2026-03-05 04:00:09.295188,12183128157,4
0,2026-03-05 04:00:10.592486,12183128157,3
solo,2026-03-05 04:00:11.277662,0,0
OPEN,2026-03-05 04:00:31.278663,0,0
0,2026-03-05 04:02:05.617944,121868864,4
0,2026-03-05 04:02:09.417557,121868864,3
solo,2026-03-05 04:02:11.360172,0,0
OPEN,2026-03-05 04:02:31.361413,0,0
0,2026-03-05 04:02:59.130040,12183128157,3
1,2026-03-05 04:03:12.988024,12183128157,3
0,2026-03-05 04:03:15.977307,12183128157,4
solo,2026-03-05 04:03:15.979044,0,0
OPEN,2026-03-05 04:03:35.979760,0,0
0,2026-03-05 04:03:56.697811,121868864,3
0,2026-03-05 04:04:00.025247,121868864,4
solo,2026-03-05 04:04:00.027652,0,0
OPEN,2026-03-05 04:04:20.028426,0,0
0,2026-03-05 04:05:07.914699,12183128157,4
0,2026-03-05 04:05:09.747456,12183128157,3
solo,2026-03-05 04:05:09.749081,0,0
OPEN,2026-03-05 04:05:29.750077,0,0
0,2026-03-05 04:05:39.196222,12184229255,4
0,2026-03-05 04:05:44.238094,12184229255,3
solo,2026-03-05 04:05:44.239803,0,0
OPEN,2026-03-05 04:06:04.240414,0,0
0,2026-03-05 04:08:17.666710,121868864,4
0,2026-03-05 04:08:19.638075,121868864,3
solo,2026-03-05 04:08:23.126700,0,0
OPEN,2026-03-05 04:08:43.127379,0,0
0,2026-03-05 04:09:39.812798,12184229255,3
0,2026-03-05 04:09:48.614433,12184229255,4
solo,2026-03-05 04:09:48.616751,0,0
OPEN,2026-03-05 04:10:08.617886,0,0
0,2026-03-05 04:11:29.151842,12183128157,3
1,2026-03-05 04:11:35.981479,12183128157,3
0,2026-03-05 04:11:44.396444,12183128157,4
solo,2026-03-05 04:11:44.398132,0,0
1,2026-03-05 04:11:47.432760,12183128157,4
OPEN,2026-03-05 04:12:07.435025,0,0
0,2026-03-05 04:12:10.682371,12183128157,4
1,2026-03-05 04:12:14.927360,12183128157,4
0,2026-03-05 04:12:17.267063,12183128157,3
OPEN,2026-03-05 04:12:37.267595,0,0
0,2026-03-05 04:14:04.464102,12183128157,3
0,2026-03-05 04:14:15.283894,12183128157,4
OPEN,2026-03-05 04:14:35.284337,0,0
0,2026-03-05 04:14:40.050666,12183128157,4
0,2026-03-05 04:14:43.337507,12183128157,3
solo,2026-03-05 04:14:43.680370,0,0
OPEN,2026-03-05 04:15:03.681457,0,0
0,2026-03-05 04:15:32.763690,121868864,3
0,2026-03-05 04:15:34.645865,121868864,4
solo,2026-03-05 04:15:34.648063,0,0
OPEN,2026-03-05 04:15:54.648631,0,0
0,2026-03-05 04:17:23.895907,121835839,4
0,2026-03-05 04:17:28.151710,121835839,3
solo,2026-03-05 04:17:28.153988,0,0
OPEN,2026-03-05 04:17:48.154889,0,0
0,2026-03-05 04:21:10.770156,12183128157,3
0,2026-03-05 04:21:13.109933,12183128157,4
solo,2026-03-05 04:21:13.111863,0,0
OPEN,2026-03-05 04:21:33.112932,0,0
0,2026-03-05 04:21:38.846283,12184229255,4
0,2026-03-05 04:21:44.141820,12184229255,3
OPEN,2026-03-05 04:22:04.142658,0,0
0,2026-03-05 04:30:12.304902,121868864,4
0,2026-03-05 04:30:14.176654,121868864,3
solo,2026-03-05 04:30:14.409050,0,0
OPEN,2026-03-05 04:30:34.410050,0,0
0,2026-03-05 04:35:53.807199,12184229255,3
0,2026-03-05 04:35:59.513702,12184229255,4
OPEN,2026-03-05 04:36:19.514224,0,0
0,2026-03-05 04:37:13.001607,12183128157,4
0,2026-03-05 04:37:15.151389,12183128157,3
solo,2026-03-05 04:37:15.564461,0,0
OPEN,2026-03-05 04:37:35.565105,0,0
0,2026-03-05 04:38:31.150730,12184229255,4
0,2026-03-05 04:38:34.370386,12184229255,3
solo,2026-03-05 04:38:34.372886,0,0
OPEN,2026-03-05 04:38:54.373690,0,0
0,2026-03-05 04:41:46.581468,121835839,3
0,2026-03-05 04:41:52.334174,121835839,4
solo,2026-03-05 04:41:52.336107,0,0
OPEN,2026-03-05 04:42:12.336753,0,0
0,2026-03-05 04:43:10.127291,121868864,3
0,2026-03-05 04:43:12.196005,121868864,4
solo,2026-03-05 04:43:12.197743,0,0
OPEN,2026-03-05 04:43:32.198394,0,0
0,2026-03-05 04:45:38.940092,12184229255,3
0,2026-03-05 04:45:42.226147,12184229255,4
solo,2026-03-05 04:45:42.228351,0,0
OPEN,2026-03-05 04:46:02.229017,0,0
0,2026-03-05 04:46:04.570084,121835839,4
0,2026-03-05 04:46:06.391225,121835839,3
solo,2026-03-05 04:46:06.392849,0,0
OPEN,2026-03-05 04:46:26.393409,0,0
0,2026-03-05 04:52:04.612925,12183128157,3
0,2026-03-05 04:52:09.281792,12183128157,4
solo,2026-03-05 04:52:09.283731,0,0
OPEN,2026-03-05 04:52:29.284371,0,0
0,2026-03-05 04:52:49.469887,121868864,4
0,2026-03-05 04:52:51.552002,121868864,3
