Mode,Start_Time,Animal,Unit
0,2026-03-02 00:04:25.950081,12184229255,3
0,2026-03-02 00:04:30.109740,12184229255,4
OPEN,2026-03-02 00:04:50.107832,0,0
0,2026-03-02 00:05:03.553998,121842212,4
0,2026-03-02 00:05:05.721873,121842212,3
solo,2026-03-02 00:05:06.871880,0,0
OPEN,2026-03-02 00:05:26.872496,0,0
0,2026-03-02 00:09:24.341519,121842212,3
0,2026-03-02 00:09:29.154814,121842212,4
solo,2026-03-02 00:09:29.156557,0,0
OPEN,2026-03-02 00:09:49.157267,0,0
0,2026-03-02 00:57:01.881941,121868864,4
0,2026-03-02 00:57:06.077067,121868864,3
solo,2026-03-02 00:57:06.079225,0,0
OPEN,2026-03-02 00:57:26.080379,0,0
0,2026-03-02 01:00:39.923376,121868864,3
0,2026-03-02 01:00:42.623172,121868864,4
solo,2026-03-02 01:00:42.624822,0,0
OPEN,2026-03-02 01:01:02.626012,0,0
0,2026-03-02 01:05:32.421890,121868864,4
0,2026-03-02 01:05:34.606318,121868864,3
solo,2026-03-02 01:05:34.608294,0,0
OPEN,2026-03-02 01:05:54.609479,0,0
0,2026-03-02 01:08:18.854763,121868864,3
0,2026-03-02 01:08:20.468694,121868864,4
solo,2026-03-02 01:08:20.470849,0,0
OPEN,2026-03-02 01:08:40.471952,0,0
0,2026-03-02 01:11:06.814981,121868864,4
0,2026-03-02 01:11:09.948449,121868864,3
solo,2026-03-02 01:11:09.950829,0,0
OPEN,2026-03-02 01:11:29.951374,0,0
0,2026-03-02 01:13:39.625098,121868864,3
0,2026-03-02 01:13:42.059812,121868864,4
solo,2026-03-02 01:13:42.061697,0,0
OPEN,2026-03-02 01:14:02.062333,0,0
0,2026-03-02 01:16:56.885251,12183128157,4
0,2026-03-02 01:16:58.336180,12183128157,3
solo,2026-03-02 01:16:58.338347,0,0
OPEN,2026-03-02 01:17:18.338924,0,0
0,2026-03-02 01:18:03.305407,121868864,4
0,2026-03-02 01:18:05.923986,121868864,3
solo,2026-03-02 01:18:05.925633,0,0
OPEN,2026-03-02 01:18:25.926286,0,0
0,2026-03-02 01:19:25.567346,121868864,3
0,2026-03-02 01:19:28.300001,121868864,4
solo,2026-03-02 01:19:28.302020,0,0
OPEN,2026-03-02 01:19:48.303210,0,0
0,2026-03-02 01:20:34.398772,12183128157,3
0,2026-03-02 01:20:36.931461,12183128157,4
solo,2026-03-02 01:20:36.933549,0,0
OPEN,2026-03-02 01:20:56.934697,0,0
0,2026-03-02 01:30:07.428215,121868864,4
0,2026-03-02 01:30:08.568499,121868864,3
solo,2026-03-02 01:30:08.570143,0,0
OPEN,2026-03-02 01:30:28.571082,0,0
0,2026-03-02 01:30:57.612610,121835839,4
0,2026-03-02 01:31:01.100836,121835839,3
solo,2026-03-02 01:31:01.102897,0,0
OPEN,2026-03-02 01:31:21.103507,0,0
0,2026-03-02 01:32:30.338167,121868864,3
0,2026-03-02 01:32:31.328535,121868864,4
solo,2026-03-02 01:32:31.330393,0,0
OPEN,2026-03-02 01:32:51.331029,0,0
0,2026-03-02 01:33:35.363950,121835839,3
0,2026-03-02 01:33:41.511033,121835839,4
OPEN,2026-03-02 01:34:01.511401,0,0
0,2026-03-02 01:34:14.088025,12184229255,4
0,2026-03-02 01:34:17.171440,12184229255,3
solo,2026-03-02 01:34:17.300446,0,0
OPEN,2026-03-02 01:34:37.301619,0,0
0,2026-03-02 01:40:25.036153,121868864,4
