Mode,Start_Time,Animal,Unit
0,2025-12-13 01:46:14.334964,12185232243,4
0,2025-12-13 01:46:19.001086,12185232243,3
solo,2025-12-13 01:46:19.002757,0,0
OPEN,2025-12-13 01:46:39.003347,0,0
0,2025-12-13 01:51:39.614574,12185232243,3
0,2025-12-13 01:51:51.935806,12185232243,4
solo,2025-12-13 01:51:51.937488,0,0
OPEN,2025-12-13 01:52:11.938104,0,0
0,2025-12-13 02:12:30.192223,12185143148,4
1,2025-12-13 02:12:32.346667,12185143148,4
0,2025-12-13 02:12:38.305192,12185143148,3
solo,2025-12-13 02:12:38.306934,0,0
OPEN,2025-12-13 02:12:58.307518,0,0
0,2025-12-13 02:14:29.542644,12185143148,3
0,2025-12-13 02:14:40.570752,12185143148,4
1,2025-12-13 02:14:43.182187,12185143148,4
OPEN,2025-12-13 02:15:03.182664,0,0
0,2025-12-13 03:00:18.152530,12183221192,4
0,2025-12-13 03:00:24.036256,12183221192,3
solo,2025-12-13 03:00:25.973373,0,0
OPEN,2025-12-13 03:00:45.973998,0,0
0,2025-12-13 03:05:43.848391,12183221192,3
0,2025-12-13 03:05:54.739645,12183221192,4
OPEN,2025-12-13 03:06:14.740138,0,0
0,2025-12-13 03:17:13.754746,12183221192,4
0,2025-12-13 03:17:18.700617,12183221192,3
OPEN,2025-12-13 03:17:38.701193,0,0
0,2025-12-13 03:25:32.433310,12183221192,3
0,2025-12-13 03:25:39.294838,12183221192,4
OPEN,2025-12-13 03:25:59.295257,0,0
0,2025-12-13 03:48:46.982988,121846591,4
1,2025-12-13 03:48:48.419436,121846591,4
0,2025-12-13 03:48:55.061208,121846591,3
OPEN,2025-12-13 03:49:15.061725,0,0
0,2025-12-13 03:52:07.526308,121846591,3
0,2025-12-13 03:52:24.043393,121846591,4
1,2025-12-13 03:52:25.185779,121846591,4
solo,2025-12-13 03:52:25.997279,0,0
OPEN,2025-12-13 03:52:45.997865,0,0
0,2025-12-13 03:53:53.892798,121846591,4
1,2025-12-13 03:53:58.235565,121846591,4
0,2025-12-13 03:54:12.844424,121846591,3
solo,2025-12-13 03:54:12.846044,0,0
OPEN,2025-12-13 03:54:32.846714,0,0
0,2025-12-13 03:54:58.923790,121846591,3
0,2025-12-13 03:55:17.881698,121846591,4
OPEN,2025-12-13 03:55:37.882172,0,0
0,2025-12-13 03:56:06.817890,121846591,4
0,2025-12-13 03:56:13.979943,121846591,3
OPEN,2025-12-13 03:56:33.980528,0,0
0,2025-12-13 03:59:31.127056,121846591,3
0,2025-12-13 03:59:38.439560,121846591,4
solo,2025-12-13 03:59:39.919379,0,0
OPEN,2025-12-13 03:59:59.920027,0,0
0,2025-12-13 04:07:56.629286,121846591,4
0,2025-12-13 04:08:00.927285,121846591,3
solo,2025-12-13 04:08:00.928923,0,0
OPEN,2025-12-13 04:08:20.929583,0,0
0,2025-12-13 04:12:09.966839,121846591,3
0,2025-12-13 04:12:14.733419,121846591,4
OPEN,2025-12-13 04:12:34.733887,0,0
0,2025-12-13 04:31:36.040377,12185143148,4
0,2025-12-13 04:31:41.649453,12185143148,3
solo,2025-12-13 04:31:42.618450,0,0
OPEN,2025-12-13 04:32:02.619044,0,0
0,2025-12-13 04:38:07.677393,12185143148,3
0,2025-12-13 04:38:14.099606,12185143148,4
OPEN,2025-12-13 04:38:34.100252,0,0
0,2025-12-13 04:49:25.040559,12183203214,4
1,2025-12-13 04:49:26.151282,12183203214,4
0,2025-12-13 04:49:30.786893,12183203214,3
solo,2025-12-13 04:49:32.231413,0,0
OPEN,2025-12-13 04:49:52.232263,0,0
0,2025-12-13 04:52:59.854362,12183203214,3
0,2025-12-13 04:53:07.080897,12183203214,4
1,2025-12-13 04:53:08.256102,12183203214,4
OPEN,2025-12-13 04:53:28.256672,0,0
0,2025-12-13 06:49:40.303032,12183221192,3
OPEN,2025-12-13 06:50:00.303630,0,0
0,2025-12-13 06:56:50.640206,12183221192,3
0,2025-12-13 06:56:57.201940,12183221192,4
solo,2025-12-13 06:56:57.596444,0,0
OPEN,2025-12-13 06:57:17.597018,0,0
0,2025-12-13 07:05:31.073611,12183221192,4
0,2025-12-13 07:05:38.918516,12183221192,3
OPEN,2025-12-13 07:05:58.919001,0,0
0,2025-12-13 07:10:30.837178,12183221192,3
OPEN,2025-12-13 07:10:50.837693,0,0
0,2025-12-13 07:54:30.741365,12185232243,4
0,2025-12-13 07:54:35.921199,12185232243,3
solo,2025-12-13 07:54:35.923237,0,0
OPEN,2025-12-13 07:54:55.923861,0,0
0,2025-12-13 07:59:09.737015,12185232243,3
0,2025-12-13 07:59:17.417086,12185232243,4
solo,2025-12-13 07:59:17.418921,0,0
OPEN,2025-12-13 07:59:37.420052,0,0
0,2025-12-13 08:12:56.297219,12185232243,4
1,2025-12-13 08:12:57.994321,12185232243,4
0,2025-12-13 08:13:08.008328,12185232243,3
OPEN,2025-12-13 08:13:28.008883,0,0
0,2025-12-13 08:13:32.960587,12185143148,4
0,2025-12-13 08:13:40.051440,12185143148,3
OPEN,2025-12-13 08:14:00.051986,0,0
0,2025-12-13 08:14:45.045387,12185232243,3
0,2025-12-13 08:14:53.315093,12185232243,4
solo,2025-12-13 08:14:55.216424,0,0
OPEN,2025-12-13 08:15:15.216973,0,0
0,2025-12-13 08:18:17.516960,12185143148,3
0,2025-12-13 08:18:24.304981,12185143148,4
OPEN,2025-12-13 08:18:44.305377,0,0
0,2025-12-13 08:24:29.417400,121846591,4
1,2025-12-13 08:24:30.788262,121846591,4
0,2025-12-13 08:24:34.640513,121846591,3
OPEN,2025-12-13 08:24:54.641059,0,0
initialize,2025-12-13 08:39:14.619106,0,3
initialize,2025-12-13 08:39:14.619109,0,4
OPEN,2025-12-13 08:39:21.609340,0,0
0,2025-12-13 08:39:53.377932,12183203214,3
0,2025-12-13 08:39:58.191391,12183203214,4
solo,2025-12-13 08:39:58.952114,0,0
OPEN,2025-12-13 08:40:18.952647,0,0
0,2025-12-13 08:41:56.767762,121846591,3
1,2025-12-13 08:41:57.867720,12185143148,3
followerA,2025-12-13 08:41:57.869238,0,0
sequence,2025-12-13 08:41:58.348313,0,0
0,2025-12-13 08:41:59.826449,121846591,4
1,2025-12-13 08:42:00.413066,12185143148,4
OPEN,2025-12-13 08:42:20.414877,0,0
0,2025-12-13 08:53:58.113711,12183221192,4
1,2025-12-13 08:54:02.065418,12183203214,4
followerB,2025-12-13 08:54:02.067028,0,0
0,2025-12-13 08:54:02.393589,12183221192,3
sequence,2025-12-13 08:54:02.828253,0,0
1,2025-12-13 08:54:04.880076,12183203214,3
OPEN,2025-12-13 08:54:24.882090,0,0
0,2025-12-13 08:58:17.641555,12185143148,4
0,2025-12-13 08:58:21.349915,12185143148,3
OPEN,2025-12-13 08:58:41.350496,0,0
0,2025-12-13 09:00:25.874797,12183203214,3
0,2025-12-13 09:00:29.746372,12183203214,4
OPEN,2025-12-13 09:00:49.746786,0,0
0,2025-12-13 09:08:09.377760,12185143148,3
1,2025-12-13 09:08:11.473113,12183221192,3
followerA,2025-12-13 09:08:11.474755,0,0
0,2025-12-13 09:08:12.417174,12185143148,4
sequence,2025-12-13 09:08:12.786607,0,0
OPEN,2025-12-13 09:08:32.787266,0,0
0,2025-12-13 09:33:59.139912,12183221192,3
OPEN,2025-12-13 09:34:19.140510,0,0
0,2025-12-13 09:44:01.438164,12183221192,3
OPEN,2025-12-13 09:44:22.409597,0,0
0,2025-12-13 09:54:55.637491,12183221192,4
1,2025-12-13 09:55:03.766177,12183221192,4
OPEN,2025-12-13 09:55:23.766710,0,0
0,2025-12-13 10:34:10.226685,12185143148,4
0,2025-12-13 10:34:15.003779,12185143148,3
OPEN,2025-12-13 10:34:35.004377,0,0
0,2025-12-13 10:39:35.399731,12185143148,3
0,2025-12-13 10:39:41.383989,12185143148,4
solo,2025-12-13 10:39:42.975276,0,0
OPEN,2025-12-13 10:40:02.975898,0,0
0,2025-12-13 10:54:41.088273,12185143148,4
0,2025-12-13 10:54:45.354319,12185143148,3
OPEN,2025-12-13 10:55:05.354896,0,0
0,2025-12-13 10:59:20.678023,12185143148,3
0,2025-12-13 10:59:29.027961,12185143148,4
OPEN,2025-12-13 10:59:49.028384,0,0
0,2025-12-13 11:39:38.502345,121846591,4
0,2025-12-13 11:39:43.326331,121846591,3
1,2025-12-13 11:39:46.666841,12185232243,4
followerB,2025-12-13 11:39:46.668620,0,0
1,2025-12-13 11:39:51.430646,12185232243,3
OPEN,2025-12-13 11:40:11.431296,0,0
0,2025-12-13 11:45:47.324031,12185232243,3
0,2025-12-13 11:45:52.613372,12185232243,4
OPEN,2025-12-13 11:46:12.613831,0,0
0,2025-12-13 11:51:28.310251,121846591,3
0,2025-12-13 11:51:34.391483,121846591,4
OPEN,2025-12-13 11:51:54.391894,0,0
0,2025-12-13 11:53:31.341063,12185232243,4
0,2025-12-13 11:53:35.925531,12185232243,3
OPEN,2025-12-13 11:53:55.926080,0,0
0,2025-12-13 11:58:29.098435,12185232243,3
0,2025-12-13 11:58:33.471948,12185232243,4
OPEN,2025-12-13 11:58:53.472477,0,0
0,2025-12-13 12:04:26.328199,12183203214,4
0,2025-12-13 12:04:26.619215,12183221192,3
1,2025-12-13 12:04:27.510885,12183203214,4
1,2025-12-13 12:04:30.136693,12183203214,3
OPEN,2025-12-13 12:04:50.137278,0,0
0,2025-12-13 12:12:20.008290,12183221192,3
OPEN,2025-12-13 12:12:40.008918,0,0
0,2025-12-13 12:14:22.594527,12185143148,4
1,2025-12-13 12:14:23.787149,121846591,4
followerB,2025-12-13 12:14:23.788824,0,0
0,2025-12-13 12:14:25.508297,12185143148,3
1,2025-12-13 12:14:27.972809,121846591,3
OPEN,2025-12-13 12:14:47.973384,0,0
0,2025-12-13 12:14:50.959512,12183203214,3
0,2025-12-13 12:14:56.565698,12183203214,4
solo,2025-12-13 12:14:57.238488,0,0
OPEN,2025-12-13 12:15:17.239157,0,0
0,2025-12-13 12:23:05.862860,12185143148,3
0,2025-12-13 12:23:11.872189,12185143148,4
OPEN,2025-12-13 12:23:31.872645,0,0
0,2025-12-13 12:26:33.777287,121846591,3
0,2025-12-13 12:26:38.814732,121846591,4
OPEN,2025-12-13 12:26:58.815145,0,0
0,2025-12-13 12:32:58.405511,12185143148,4
0,2025-12-13 12:33:04.504375,12185143148,3
1,2025-12-13 12:33:05.347163,12183221192,4
followerB,2025-12-13 12:33:05.348857,0,0
1,2025-12-13 12:33:09.418543,12183221192,3
OPEN,2025-12-13 12:33:29.419115,0,0
0,2025-12-13 12:33:58.393264,12185232243,4
1,2025-12-13 12:34:00.311997,12183203214,4
followerB,2025-12-13 12:34:00.313671,0,0
0,2025-12-13 12:34:01.606668,12185232243,3
1,2025-12-13 12:34:03.478123,12183203214,3
