Mode,Start_Time,Animal,Weight,Unit
1,2026-06-05 00:00:05.498719,12186133157,0,1
1,2026-06-05 00:00:05.498719,12186133157,21.735,1
1,2026-06-05 00:00:25.308416,12186133157,0,2
solo,2026-06-05 00:00:25.512196,0,0
1,2026-06-05 00:00:25.308416,12186133157,22.055,2
OPEN,2026-06-05 00:01:05.512971,0,0
1,2026-06-05 00:01:08.635309,121836132,0,1
1,2026-06-05 00:01:08.635309,121836132,21.314999999999998,1
1,2026-06-05 00:01:17.221651,121836132,0,2
solo,2026-06-05 00:01:17.426303,0,0
1,2026-06-05 00:01:17.221651,121836132,21.99,2
2,2026-06-05 00:01:21.438464,121836132,0,2
OPEN,2026-06-05 00:02:01.440989,0,0
1,2026-06-05 00:02:36.165425,121839170,0,2
1,2026-06-05 00:02:36.165425,121839170,24.365000000000002,2
1,2026-06-05 00:02:45.252358,121839170,0,1
solo,2026-06-05 00:02:45.457235,0,0
1,2026-06-05 00:02:45.252358,121839170,22.115000000000002,1
OPEN,2026-06-05 00:03:25.458269,0,0
1,2026-06-05 00:04:34.261288,121836132,0,2
1,2026-06-05 00:04:34.261288,121836132,22.115000000000002,2
1,2026-06-05 00:04:44.236804,121836132,0,1
solo,2026-06-05 00:04:44.440467,0,0
1,2026-06-05 00:04:44.236804,121836132,21.13,1
2,2026-06-05 00:04:53.204611,121836132,0,1
OPEN,2026-06-05 00:05:33.207056,0,0
1,2026-06-05 00:06:25.162284,12186133157,0,2
1,2026-06-05 00:06:25.162284,12186133157,23.045,2
1,2026-06-05 00:06:40.612625,12186133157,0,1
solo,2026-06-05 00:06:40.818250,0,0
2,2026-06-05 00:06:42.035540,12186133157,0,1
2,2026-06-05 00:06:42.035540,12186133157,21.395,1
OPEN,2026-06-05 00:07:22.037938,0,0
1,2026-06-05 00:08:26.705153,121836132,0,1
1,2026-06-05 00:08:26.705153,121836132,21.46,1
1,2026-06-05 00:08:35.075556,121836132,0,2
solo,2026-06-05 00:08:35.280426,0,0
2,2026-06-05 00:08:37.914812,121836132,0,2
2,2026-06-05 00:08:37.914812,121836132,21.835,2
OPEN,2026-06-05 00:09:17.917058,0,0
1,2026-06-05 00:13:39.599100,121836132,0,2
1,2026-06-05 00:13:39.599100,121836132,22.91,2
1,2026-06-05 00:13:47.520701,121836132,0,1
solo,2026-06-05 00:13:47.726398,0,0
2,2026-06-05 00:13:51.568058,121836132,0,1
2,2026-06-05 00:13:51.568058,121836132,21.26,1
3,2026-06-05 00:13:53.636822,121836132,0,1
OPEN,2026-06-05 00:14:33.639850,0,0
1,2026-06-05 00:22:29.540802,121839170,0,1
1,2026-06-05 00:22:29.540802,121839170,23.72,1
1,2026-06-05 00:22:40.017893,121839170,0,2
solo,2026-06-05 00:22:40.222899,0,0
1,2026-06-05 00:22:40.017893,121839170,23.939999999999998,2
OPEN,2026-06-05 00:23:20.223516,0,0
1,2026-06-05 00:27:09.915048,121836132,0,1
1,2026-06-05 00:27:09.915048,121836132,21.965,1
2,2026-06-05 00:27:28.242586,121836132,0,1
1,2026-06-05 00:27:36.948065,121836132,0,2
solo,2026-06-05 00:27:37.152166,0,0
1,2026-06-05 00:27:36.948065,121836132,22.47,2
OPEN,2026-06-05 00:28:17.153157,0,0
