Mode,Start_Time,Animal,Weight,Unit
1,2026-06-23 00:01:07.261168,121859271,0,1
1,2026-06-23 00:01:07.261168,121859271,25.04,1
1,2026-06-23 00:01:17.707279,121859271,0,2
solo,2026-06-23 00:01:17.911935,0,0
1,2026-06-23 00:01:17.707279,121859271,25.64,2
OPEN,2026-06-23 00:01:57.912642,0,0
1,2026-06-23 00:02:02.124399,1218496122,0,2
1,2026-06-23 00:02:02.124399,1218496122,24.44,2
1,2026-06-23 00:02:11.664953,1218496122,0,1
solo,2026-06-23 00:02:11.869545,0,0
1,2026-06-23 00:02:11.664953,1218496122,23.61,1
OPEN,2026-06-23 00:02:51.870162,0,0
1,2026-06-23 00:04:00.703923,1218496122,0,1
1,2026-06-23 00:04:00.703923,1218496122,24.62,1
1,2026-06-23 00:04:21.745774,1218496122,0,2
solo,2026-06-23 00:04:21.950642,0,0
2,2026-06-23 00:04:22.965350,1218496122,0,2
3,2026-06-23 00:04:23.981527,1218496122,0,2
4,2026-06-23 00:04:25.603833,1218496122,0,2
4,2026-06-23 00:04:25.603833,1218496122,0,2
OPEN,2026-06-23 00:05:05.606416,0,0
1,2026-06-23 00:05:33.949864,1218496122,0,2
1,2026-06-23 00:05:33.949864,1218496122,24.785,2
1,2026-06-23 00:05:58.597853,1218496122,0,1
solo,2026-06-23 00:05:58.803994,0,0
1,2026-06-23 00:05:58.597853,1218496122,13.08,1
OPEN,2026-06-23 00:06:38.804733,0,0
1,2026-06-23 00:06:42.014580,1218496122,0,1
1,2026-06-23 00:06:42.014580,1218496122,24.785,1
1,2026-06-23 00:07:18.404655,1218496122,0,2
solo,2026-06-23 00:07:18.609492,0,0
1,2026-06-23 00:07:18.404655,1218496122,26.16,2
OPEN,2026-06-23 00:07:58.610236,0,0
1,2026-06-23 00:08:26.628202,121836132,0,1
1,2026-06-23 00:08:26.628202,121836132,23.810000000000002,1
1,2026-06-23 00:08:41.665488,121836132,0,2
solo,2026-06-23 00:08:41.869952,0,0
1,2026-06-23 00:08:41.665488,121836132,24.46,2
OPEN,2026-06-23 00:09:21.870582,0,0
1,2026-06-23 00:23:26.294954,121836132,0,2
1,2026-06-23 00:23:26.294954,121836132,24.52,2
1,2026-06-23 00:23:35.534415,121836132,0,1
solo,2026-06-23 00:23:35.738092,0,0
1,2026-06-23 00:23:35.534415,121836132,22.97,1
OPEN,2026-06-23 00:24:15.738863,0,0
1,2026-06-23 00:27:02.093170,121859271,0,2
1,2026-06-23 00:27:02.093170,121859271,25.43,2
1,2026-06-23 00:27:19.825539,121859271,0,1
solo,2026-06-23 00:27:20.030050,0,0
1,2026-06-23 00:27:19.825539,121859271,24.83,1
OPEN,2026-06-23 00:28:00.030757,0,0
1,2026-06-23 00:31:45.358694,1218496122,0,2
1,2026-06-23 00:31:45.358694,1218496122,24.18,2
1,2026-06-23 00:31:53.354174,1218496122,0,1
solo,2026-06-23 00:31:53.557940,0,0
1,2026-06-23 00:31:53.354174,1218496122,22.67,1
OPEN,2026-06-23 00:32:33.558597,0,0
1,2026-06-23 00:34:30.322510,12186133157,0,1
1,2026-06-23 00:34:30.322510,12186133157,25.335,1
1,2026-06-23 00:34:43.395577,12186133157,0,2
solo,2026-06-23 00:34:43.600907,0,0
1,2026-06-23 00:34:43.395577,12186133157,25.74,2
OPEN,2026-06-23 00:35:23.601734,0,0
1,2026-06-23 00:36:44.380676,1218496122,0,1
1,2026-06-23 00:36:44.380676,1218496122,24.155,1
1,2026-06-23 00:36:57.741050,1218496122,0,2
solo,2026-06-23 00:36:57.944324,0,0
1,2026-06-23 00:36:57.741050,1218496122,24.12,2
OPEN,2026-06-23 00:37:37.945055,0,0
1,2026-06-23 00:47:16.502260,121836132,0,1
1,2026-06-23 00:47:16.502260,121836132,23.259999999999998,1
1,2026-06-23 00:47:30.091971,121836132,0,2
solo,2026-06-23 00:47:30.296188,0,0
1,2026-06-23 00:47:30.091971,121836132,24.0,2
OPEN,2026-06-23 00:48:10.296879,0,0
1,2026-06-23 00:49:17.377498,1218496122,0,2
1,2026-06-23 00:49:17.377498,1218496122,24.560000000000002,2
1,2026-06-23 00:49:25.682478,1218496122,0,1
solo,2026-06-23 00:49:25.887175,0,0
1,2026-06-23 00:49:25.682478,1218496122,23.875,1
OPEN,2026-06-23 00:50:05.887885,0,0
1,2026-06-23 00:51:06.432088,12186133157,0,2
1,2026-06-23 00:51:06.432088,12186133157,25.53,2
1,2026-06-23 00:51:20.255607,12186133157,0,1
solo,2026-06-23 00:51:21.875578,0,0
1,2026-06-23 00:51:20.255607,12186133157,24.68,1
OPEN,2026-06-23 00:52:01.876281,0,0
1,2026-06-23 00:53:04.462273,1218496122,0,1
1,2026-06-23 00:53:04.462273,1218496122,25.29,1
1,2026-06-23 00:53:31.140898,1218496122,0,2
solo,2026-06-23 00:53:31.344854,0,0
999,2026-06-23 00:53:35.195495,1102000232,999,2
1,2026-06-23 00:53:35.195495,1102000232,0,2
2,2026-06-23 00:53:35.202528,1218496122,0,2
3,2026-06-23 00:53:36.828562,1218496122,0,2
OPEN,2026-06-23 00:54:16.830936,0,0
1,2026-06-23 00:54:19.235311,1218496122,0,2
1,2026-06-23 00:54:19.235311,1218496122,27.66,2
2,2026-06-23 00:54:24.666649,121836132,0,2
followerB,2026-06-23 00:54:24.669162,0,0
sequence,2026-06-23 00:54:26.299112,0,0
999,2026-06-23 00:54:30.679438,1102000232,999,1
1,2026-06-23 00:54:30.684817,1218496122,0,1
2,2026-06-23 00:54:33.721652,1218496122,0,1
2,2026-06-23 00:54:33.721652,1218496122,0,1
3,2026-06-23 00:54:35.948845,1218496122,0,1
4,2026-06-23 00:54:37.467554,121836132,0,1
OPEN,2026-06-23 00:55:17.470582,0,0
1,2026-06-23 00:55:41.515200,1218496122,0,1
1,2026-06-23 00:55:41.515200,1218496122,25.51,1
1,2026-06-23 00:56:10.353974,1218496122,0,2
solo,2026-06-23 00:56:10.557898,0,0
1,2026-06-23 00:56:10.353974,1218496122,26.15,2
OPEN,2026-06-23 00:56:50.558683,0,0
1,2026-06-23 01:06:59.670972,1218496122,0,2
1,2026-06-23 01:06:59.670972,1218496122,24.45,2
1,2026-06-23 01:07:25.764914,1218496122,0,1
solo,2026-06-23 01:07:25.969485,0,0
2,2026-06-23 01:07:29.001782,1218496122,0,1
2,2026-06-23 01:07:29.001782,1218496122,11.89,1
OPEN,2026-06-23 01:08:09.004459,0,0
1,2026-06-23 01:13:05.913167,121839170,0,1
1,2026-06-23 01:13:05.913167,121839170,25.13,1
1,2026-06-23 01:13:14.977328,121839170,0,2
solo,2026-06-23 01:13:15.182020,0,0
1,2026-06-23 01:13:14.977328,121839170,25.445,2
OPEN,2026-06-23 01:13:55.182817,0,0
1,2026-06-23 01:14:52.586151,1218496122,0,1
1,2026-06-23 01:14:52.586151,1218496122,24.1,1
1,2026-06-23 01:15:11.925983,1218496122,0,2
solo,2026-06-23 01:15:12.129898,0,0
1,2026-06-23 01:15:11.925983,1218496122,0,2
2,2026-06-23 01:15:16.415382,1218496122,0,2
3,2026-06-23 01:15:45.738621,1218496122,0,2
OPEN,2026-06-23 01:16:25.741520,0,0
1,2026-06-23 01:16:32.641307,1218496122,0,1
1,2026-06-23 01:16:32.641307,1218496122,24.314999999999998,1
OPEN,2026-06-23 01:17:12.641957,0,0
1,2026-06-23 01:23:09.037110,121839170,0,2
1,2026-06-23 01:23:09.037110,121839170,25.565,2
1,2026-06-23 01:23:18.685714,121839170,0,1
solo,2026-06-23 01:23:18.889217,0,0
1,2026-06-23 01:23:18.685714,121839170,25.85,1
OPEN,2026-06-23 01:23:58.890020,0,0
1,2026-06-23 01:24:39.606975,1218496122,0,1
1,2026-06-23 01:24:39.606975,1218496122,24.545,1
1,2026-06-23 01:24:51.761747,1218496122,0,2
solo,2026-06-23 01:24:51.966645,0,0
1,2026-06-23 01:24:51.761747,1218496122,25.16,2
OPEN,2026-06-23 01:25:31.967250,0,0
1,2026-06-23 01:31:55.893710,1218496122,0,2
1,2026-06-23 01:31:55.893710,1218496122,24.979999999999997,2
1,2026-06-23 01:32:04.380481,1218496122,0,1
solo,2026-06-23 01:32:04.583366,0,0
1,2026-06-23 01:32:04.380481,1218496122,24.35,1
OPEN,2026-06-23 01:32:44.584072,0,0
1,2026-06-23 01:40:22.521316,1218496122,0,1
1,2026-06-23 01:40:22.521316,1218496122,25.11,1
2,2026-06-23 01:40:32.250574,1218496122,0,1
1,2026-06-23 01:41:07.191941,1218496122,0,2
solo,2026-06-23 01:41:07.395695,0,0
1,2026-06-23 01:41:07.191941,1218496122,0,2
2,2026-06-23 01:41:12.296334,1218496122,0,2
OPEN,2026-06-23 01:41:52.298855,0,0
1,2026-06-23 01:44:42.764989,1218496122,0,2
1,2026-06-23 01:44:42.764989,1218496122,25.240000000000002,2
2,2026-06-23 01:45:00.538070,1218496122,0,2
1,2026-06-23 01:45:11.087086,1218496122,0,1
solo,2026-06-23 01:45:11.292183,0,0
1,2026-06-23 01:45:11.087086,1218496122,24.53,1
OPEN,2026-06-23 01:45:51.292839,0,0
1,2026-06-23 02:11:43.047290,1218496122,0,1
1,2026-06-23 02:11:43.047290,1218496122,25.14,1
1,2026-06-23 02:12:01.992733,1218496122,0,2
solo,2026-06-23 02:12:02.196585,0,0
1,2026-06-23 02:12:01.992733,1218496122,0,2
2,2026-06-23 02:12:06.220806,1218496122,0,2
OPEN,2026-06-23 02:12:46.223267,0,0
1,2026-06-23 02:17:17.086948,1218496122,0,2
1,2026-06-23 02:17:17.086948,1218496122,25.125,2
1,2026-06-23 02:17:25.115071,1218496122,0,1
solo,2026-06-23 02:17:25.319477,0,0
1,2026-06-23 02:17:25.115071,1218496122,23.34,1
OPEN,2026-06-23 02:18:05.320256,0,0
1,2026-06-23 02:51:48.104611,1218496122,0,1
1,2026-06-23 02:51:48.104611,1218496122,24.37,1
999,2026-06-23 02:52:02.303564,1102000232,999,2
1,2026-06-23 02:52:02.308895,1218496122,0,2
solo,2026-06-23 02:52:02.512,0,0
1,2026-06-23 02:52:02.308895,1218496122,22.77,2
OPEN,2026-06-23 02:52:42.512709,0,0
1,2026-06-23 02:59:07.375869,1218496122,0,2
1,2026-06-23 02:59:07.375869,1218496122,26.33,2
1,2026-06-23 02:59:16.925083,1218496122,0,1
solo,2026-06-23 02:59:17.128300,0,0
1,2026-06-23 02:59:16.925083,1218496122,24.21,1
OPEN,2026-06-23 02:59:57.129025,0,0
999,2026-06-23 03:04:46.101358,1102000232,999,1
1,2026-06-23 03:04:46.106316,121859271,0,1
1,2026-06-23 03:04:46.106316,121859271,24.66,1
1,2026-06-23 03:04:57.113317,121859271,0,2
solo,2026-06-23 03:04:57.318818,0,0
1,2026-06-23 03:04:57.113317,121859271,25.09,2
OPEN,2026-06-23 03:05:37.319533,0,0
1,2026-06-23 03:23:40.980029,121859271,0,2
1,2026-06-23 03:23:40.980029,121859271,25.195,2
1,2026-06-23 03:23:51.448559,121859271,0,1
solo,2026-06-23 03:23:51.652888,0,0
1,2026-06-23 03:23:51.448559,121859271,23.975,1
OPEN,2026-06-23 03:24:31.653519,0,0
1,2026-06-23 03:58:08.826839,121839170,0,1
1,2026-06-23 03:58:08.826839,121839170,24.895,1
1,2026-06-23 03:58:17.469788,121839170,0,2
solo,2026-06-23 03:58:17.674153,0,0
1,2026-06-23 03:58:17.469788,121839170,26.985,2
OPEN,2026-06-23 03:58:57.674956,0,0
1,2026-06-23 04:05:35.262651,121839170,0,2
1,2026-06-23 04:05:35.262651,121839170,24.845,2
1,2026-06-23 04:05:45.922324,121839170,0,1
solo,2026-06-23 04:05:46.128240,0,0
1,2026-06-23 04:05:45.922324,121839170,25.270000000000003,1
OPEN,2026-06-23 04:06:26.128985,0,0
1,2026-06-23 04:08:37.892908,121836132,0,1
1,2026-06-23 04:08:37.892908,121836132,23.11,1
1,2026-06-23 04:08:46.954804,121836132,0,2
solo,2026-06-23 04:08:47.158485,0,0
1,2026-06-23 04:08:46.954804,121836132,23.08,2
OPEN,2026-06-23 04:09:27.159286,0,0
1,2026-06-23 04:13:18.839438,121836132,0,2
1,2026-06-23 04:13:18.839438,121836132,23.41,2
1,2026-06-23 04:13:28.207030,121836132,0,1
solo,2026-06-23 04:13:28.411189,0,0
1,2026-06-23 04:13:28.207030,121836132,22.68,1
OPEN,2026-06-23 04:14:08.411885,0,0
1,2026-06-23 04:24:44.059338,12186133157,0,1
1,2026-06-23 04:24:44.059338,12186133157,24.72,1
1,2026-06-23 04:24:59.120494,12186133157,0,2
solo,2026-06-23 04:24:59.325390,0,0
1,2026-06-23 04:24:59.120494,12186133157,25.34,2
2,2026-06-23 04:25:17.068978,121839170,0,1
2,2026-06-23 04:25:24.449347,121839170,0,2
