Mode,Start_Time,Animal,Weight,Unit
1,2026-06-29 00:04:15.729050,121836132,0,1
sequence,2026-06-29 00:04:16.336756,0,0
1,2026-06-29 00:04:15.729050,121836132,19.585,1
1,2026-06-29 00:04:21.834129,121836132,0,2
1,2026-06-29 00:04:21.834129,121836132,20.46,2
OPEN,2026-06-29 00:05:01.836599,0,0
1,2026-06-29 00:14:39.658202,121836132,0,2
1,2026-06-29 00:14:39.658202,121836132,20.729999999999997,2
1,2026-06-29 00:14:49.524128,121836132,0,1
solo,2026-06-29 00:14:49.728821,0,0
1,2026-06-29 00:14:49.524128,121836132,20.665,1
OPEN,2026-06-29 00:15:29.729585,0,0
1,2026-06-29 00:19:39.418263,121836132,0,1
sequence,2026-06-29 00:19:40.227938,0,0
1,2026-06-29 00:19:39.418263,121836132,20.0,1
1,2026-06-29 00:19:45.102171,121836132,0,2
1,2026-06-29 00:19:45.102171,121836132,20.939999999999998,2
999,2026-06-29 00:20:06.331840,1102000232,999,1
2,2026-06-29 00:20:06.337254,12186133157,0,1
999,2026-06-29 00:20:17.023433,1102000232,999,2
2,2026-06-29 00:20:17.031979,12186133157,0,2
OPEN,2026-06-29 00:20:57.034719,0,0
1,2026-06-29 00:23:38.954727,121836132,0,2
1,2026-06-29 00:23:38.954727,121836132,21.34,2
1,2026-06-29 00:23:49.040122,121836132,0,1
solo,2026-06-29 00:23:49.243201,0,0
1,2026-06-29 00:23:49.040122,121836132,20.89,1
OPEN,2026-06-29 00:24:29.243938,0,0
1,2026-06-29 00:27:32.646630,1218496122,0,1
sequence,2026-06-29 00:27:33.053778,0,0
1,2026-06-29 00:27:32.646630,1218496122,24.4,1
1,2026-06-29 00:27:39.991097,1218496122,0,2
1,2026-06-29 00:27:39.991097,1218496122,18.49,2
OPEN,2026-06-29 00:28:19.993911,0,0
1,2026-06-29 00:31:43.669760,121859271,0,1
sequence,2026-06-29 00:31:43.874083,0,0
1,2026-06-29 00:31:43.669760,121859271,18.615000000000002,1
1,2026-06-29 00:31:50.286142,121859271,0,2
1,2026-06-29 00:31:50.286142,121859271,20.82,2
OPEN,2026-06-29 00:32:30.289096,0,0
1,2026-06-29 00:33:28.282957,12186133157,0,2
1,2026-06-29 00:33:28.282957,12186133157,24.805,2
1,2026-06-29 00:33:37.499089,12186133157,0,1
solo,2026-06-29 00:33:37.703360,0,0
1,2026-06-29 00:33:37.499089,12186133157,24.445,1
OPEN,2026-06-29 00:34:17.704097,0,0
1,2026-06-29 00:34:19.484455,121836132,0,1
sequence,2026-06-29 00:34:20.698305,0,0
1,2026-06-29 00:34:19.484455,121836132,20.42,1
1,2026-06-29 00:34:28.719637,121836132,0,2
1,2026-06-29 00:34:28.719637,121836132,21.08,2
OPEN,2026-06-29 00:35:08.722601,0,0
1,2026-06-29 00:39:53.626185,121836132,0,2
1,2026-06-29 00:39:53.626185,121836132,21.58,2
1,2026-06-29 00:40:03.261229,121836132,0,1
solo,2026-06-29 00:40:03.465792,0,0
1,2026-06-29 00:40:03.261229,121836132,20.55,1
OPEN,2026-06-29 00:40:43.466645,0,0
1,2026-06-29 00:41:37.555206,1218496122,0,2
1,2026-06-29 00:41:37.555206,1218496122,24.43,2
1,2026-06-29 00:41:46.752037,1218496122,0,1
solo,2026-06-29 00:41:46.956895,0,0
1,2026-06-29 00:41:46.752037,1218496122,23.56,1
OPEN,2026-06-29 00:42:26.957688,0,0
1,2026-06-29 00:43:41.257595,1218496122,0,1
sequence,2026-06-29 00:43:42.471115,0,0
1,2026-06-29 00:43:41.257595,1218496122,24.33,1
1,2026-06-29 00:43:50.580623,1218496122,0,2
1,2026-06-29 00:43:50.580623,1218496122,24.15,2
OPEN,2026-06-29 00:44:30.582926,0,0
