Mode,Start_Time,Animal,Weight,Unit
1,2026-06-21 00:23:49.091571,12186133157,0,2
1,2026-06-21 00:23:49.091571,12186133157,19.18,2
1,2026-06-21 00:24:02.147798,12186133157,0,1
solo,2026-06-21 00:24:02.351666,0,0
1,2026-06-21 00:24:02.147798,12186133157,25.43,1
2,2026-06-21 00:24:08.243063,12186133157,0,1
OPEN,2026-06-21 00:24:48.245658,0,0
1,2026-06-21 00:36:32.240550,121836132,0,1
1,2026-06-21 00:36:32.240550,121836132,22.799999999999997,1
1,2026-06-21 00:36:42.487284,121836132,0,2
solo,2026-06-21 00:36:42.691496,0,0
1,2026-06-21 00:36:42.487284,121836132,22.775,2
OPEN,2026-06-21 00:37:22.692450,0,0
1,2026-06-21 00:40:45.101917,121836132,0,2
1,2026-06-21 00:40:45.101917,121836132,22.955,2
1,2026-06-21 00:40:58.722466,121836132,0,1
solo,2026-06-21 00:40:58.926406,0,0
1,2026-06-21 00:40:58.722466,121836132,22.635,1
OPEN,2026-06-21 00:41:38.927144,0,0
999,2026-06-21 01:03:31.236027,1102000232,999,1
1,2026-06-21 01:03:31.241205,1218496122,0,1
1,2026-06-21 01:03:31.241205,1218496122,23.74,1
999,2026-06-21 01:03:39.568179,1102000232,999,2
1,2026-06-21 01:03:39.573719,1218496122,0,2
solo,2026-06-21 01:03:39.777855,0,0
1,2026-06-21 01:03:39.573719,1218496122,0,2
OPEN,2026-06-21 01:04:19.778667,0,0
1,2026-06-21 01:07:24.720237,1218496122,0,2
1,2026-06-21 01:07:24.720237,1218496122,24.145,2
1,2026-06-21 01:07:34.171561,1218496122,0,1
solo,2026-06-21 01:07:34.375453,0,0
1,2026-06-21 01:07:34.171561,1218496122,23.5,1
OPEN,2026-06-21 01:08:14.376267,0,0
1,2026-06-21 01:09:37.996353,1218496122,0,1
1,2026-06-21 01:09:37.996353,1218496122,24.36,1
1,2026-06-21 01:09:52.962477,1218496122,0,2
solo,2026-06-21 01:09:53.167252,0,0
1,2026-06-21 01:09:52.962477,1218496122,24.82,2
OPEN,2026-06-21 01:10:33.168027,0,0
1,2026-06-21 01:15:52.193782,1218496122,0,2
1,2026-06-21 01:15:52.193782,1218496122,24.64,2
1,2026-06-21 01:16:00.641762,1218496122,0,1
solo,2026-06-21 01:16:00.846988,0,0
1,2026-06-21 01:16:00.641762,1218496122,23.81,1
OPEN,2026-06-21 01:16:40.847707,0,0
1,2026-06-21 01:19:58.543175,121836132,0,1
1,2026-06-21 01:19:58.543175,121836132,23.02,1
1,2026-06-21 01:20:10.076181,121836132,0,2
solo,2026-06-21 01:20:10.280191,0,0
1,2026-06-21 01:20:10.076181,121836132,23.08,2
OPEN,2026-06-21 01:20:50.281118,0,0
1,2026-06-21 01:26:28.995430,121836132,0,2
1,2026-06-21 01:26:28.995430,121836132,23.58,2
1,2026-06-21 01:26:37.764494,121836132,0,1
solo,2026-06-21 01:26:37.967625,0,0
1,2026-06-21 01:26:37.764494,121836132,22.58,1
OPEN,2026-06-21 01:27:17.968582,0,0
1,2026-06-21 01:58:55.977944,1218496122,0,1
1,2026-06-21 01:58:55.977944,1218496122,17.92,1
1,2026-06-21 01:59:01.192918,1218496122,0,2
solo,2026-06-21 01:59:01.398668,0,0
1,2026-06-21 01:59:01.192918,1218496122,23.855,2
OPEN,2026-06-21 01:59:41.399464,0,0
1,2026-06-21 02:09:16.226333,1218496122,0,2
1,2026-06-21 02:09:16.226333,1218496122,24.21,2
1,2026-06-21 02:09:24.084402,1218496122,0,1
solo,2026-06-21 02:09:24.287739,0,0
1,2026-06-21 02:09:24.084402,1218496122,21.83,1
OPEN,2026-06-21 02:10:04.288463,0,0
1,2026-06-21 02:25:36.870709,121859271,0,1
1,2026-06-21 02:25:36.870709,121859271,25.03,1
1,2026-06-21 02:25:52.196600,121859271,0,2
solo,2026-06-21 02:25:52.401649,0,0
1,2026-06-21 02:25:52.196600,121859271,25.6,2
OPEN,2026-06-21 02:26:32.402650,0,0
1,2026-06-21 02:35:28.162831,12186133157,0,1
1,2026-06-21 02:35:28.162831,12186133157,35.695,1
OPEN,2026-06-21 02:36:08.163508,0,0
1,2026-06-21 02:43:58.001783,121859271,0,2
2,2026-06-21 02:44:00.836096,121859271,0,2
2,2026-06-21 02:44:00.836096,121859271,19.825000000000003,2
1,2026-06-21 02:44:20.849741,121859271,0,1
solo,2026-06-21 02:44:21.053787,0,0
1,2026-06-21 02:44:20.849741,121859271,24.94,1
OPEN,2026-06-21 02:45:01.054863,0,0
1,2026-06-21 03:59:34.242691,1218496122,0,1
1,2026-06-21 03:59:34.242691,1218496122,23.55,1
1,2026-06-21 03:59:40.183435,1218496122,0,2
solo,2026-06-21 03:59:40.387571,0,0
1,2026-06-21 03:59:40.183435,1218496122,23.71,2
OPEN,2026-06-21 04:00:20.388348,0,0
1,2026-06-21 04:05:57.556179,1218496122,0,2
1,2026-06-21 04:05:57.556179,1218496122,24.73,2
1,2026-06-21 04:06:06.108779,1218496122,0,1
solo,2026-06-21 04:06:06.313768,0,0
1,2026-06-21 04:06:06.108779,1218496122,22.990000000000002,1
OPEN,2026-06-21 04:06:46.314654,0,0
1,2026-06-21 04:18:50.752865,121839170,0,1
1,2026-06-21 04:18:50.752865,121839170,25.44,1
1,2026-06-21 04:19:07.111299,121839170,0,2
solo,2026-06-21 04:19:07.314485,0,0
1,2026-06-21 04:19:07.111299,121839170,25.03,2
OPEN,2026-06-21 04:19:47.315196,0,0
1,2026-06-21 04:27:26.755833,121836132,0,1
1,2026-06-21 04:27:26.755833,121836132,22.509999999999998,1
1,2026-06-21 04:27:36.891487,121836132,0,2
solo,2026-06-21 04:27:37.095283,0,0
2,2026-06-21 04:27:40.537222,121836132,0,2
2,2026-06-21 04:27:40.537222,121836132,23.314999999999998,2
OPEN,2026-06-21 04:28:20.539712,0,0
1,2026-06-21 04:33:29.321418,121839170,0,2
1,2026-06-21 04:33:29.321418,121839170,25.259999999999998,2
1,2026-06-21 04:33:39.120561,121839170,0,1
solo,2026-06-21 04:33:39.326727,0,0
1,2026-06-21 04:33:39.120561,121839170,25.525,1
OPEN,2026-06-21 04:34:19.327509,0,0
1,2026-06-21 04:34:29.606914,12186133157,0,1
1,2026-06-21 04:34:29.606914,12186133157,25.189999999999998,1
OPEN,2026-06-21 04:35:35.043479,0,0
1,2026-06-21 04:35:50.874766,121836132,0,2
1,2026-06-21 04:35:50.874766,121836132,22.950000000000003,2
1,2026-06-21 04:36:00.868597,121836132,0,1
solo,2026-06-21 04:36:01.274171,0,0
