Mode,Start_Time,Animal,Weight,Unit
1,2026-06-20 00:03:57.559517,121836132,0,1
1,2026-06-20 00:03:57.559517,121836132,24.33,1
1,2026-06-20 00:04:14.965863,121836132,0,2
solo,2026-06-20 00:04:15.170195,0,0
2,2026-06-20 00:04:18.409409,121836132,0,2
2,2026-06-20 00:04:18.409409,121836132,0,2
OPEN,2026-06-20 00:04:58.412529,0,0
1,2026-06-20 00:07:07.087625,121836132,0,2
1,2026-06-20 00:07:07.087625,121836132,24.515,2
999,2026-06-20 00:07:17.743895,1102000232,999,1
1,2026-06-20 00:07:17.748707,121836132,0,1
solo,2026-06-20 00:07:17.953088,0,0
1,2026-06-20 00:07:17.748707,121836132,23.87,1
OPEN,2026-06-20 00:07:57.953806,0,0
1,2026-06-20 00:14:57.746049,121836132,0,1
1,2026-06-20 00:14:57.746049,121836132,23.995,1
1,2026-06-20 00:15:21.476278,121836132,0,2
solo,2026-06-20 00:15:21.679778,0,0
1,2026-06-20 00:15:21.476278,121836132,23.93,2
OPEN,2026-06-20 00:16:01.680491,0,0
1,2026-06-20 00:25:09.565544,121839170,0,1
1,2026-06-20 00:25:09.565544,121839170,25.455,1
2,2026-06-20 00:25:13.937688,121839170,0,1
OPEN,2026-06-20 00:25:50.204253,0,0
1,2026-06-20 00:26:16.945875,121836132,0,2
1,2026-06-20 00:26:16.945875,121836132,24.2,2
1,2026-06-20 00:26:28.390355,121836132,0,1
solo,2026-06-20 00:26:28.595654,0,0
1,2026-06-20 00:26:28.390355,121836132,23.744999999999997,1
OPEN,2026-06-20 00:27:08.596316,0,0
1,2026-06-20 00:33:31.331077,1218496122,0,1
1,2026-06-20 00:33:31.331077,1218496122,20.76,1
1,2026-06-20 00:33:37.257461,1218496122,0,2
solo,2026-06-20 00:33:37.460881,0,0
2,2026-06-20 00:33:39.485852,1218496122,0,2
3,2026-06-20 00:33:40.905102,1218496122,0,2
3,2026-06-20 00:33:40.905102,1218496122,0,2
OPEN,2026-06-20 00:34:20.907953,0,0
1,2026-06-20 00:35:33.921102,121839170,0,2
1,2026-06-20 00:35:33.921102,121839170,25.39,2
1,2026-06-20 00:35:44.001037,121839170,0,1
solo,2026-06-20 00:35:44.205496,0,0
1,2026-06-20 00:35:44.001037,121839170,26.095,1
OPEN,2026-06-20 00:36:24.206229,0,0
1,2026-06-20 00:37:46.914529,1218496122,0,2
1,2026-06-20 00:37:46.914529,1218496122,24.91,2
1,2026-06-20 00:37:55.799690,1218496122,0,1
solo,2026-06-20 00:37:56.004262,0,0
1,2026-06-20 00:37:55.799690,1218496122,24.215,1
OPEN,2026-06-20 00:38:36.005212,0,0
1,2026-06-20 01:37:55.780361,121859271,0,1
1,2026-06-20 01:37:55.780361,121859271,24.975,1
