Mode,Start_Time,Animal,Weight,Unit
999,2026-06-26 11:24:53.590183,1102000232,999,1
1,2026-06-26 11:24:53.595580,1218496122,0,1
solo,2026-06-26 11:24:53.801322,0,0
1,2026-06-26 11:24:53.595580,1218496122,22.285,1
OPEN,2026-06-26 11:25:33.802012,0,0
1,2026-06-26 12:02:57.403937,12186133157,0,1
1,2026-06-26 12:02:57.403937,12186133157,0,1
OPEN,2026-06-26 12:03:37.404537,0,0
1,2026-06-26 12:08:48.033619,121839170,0,2
1,2026-06-26 12:08:48.033619,121839170,12.05,2
OPEN,2026-06-26 12:09:28.034215,0,0
1,2026-06-26 12:14:57.292819,12186133157,0,1
1,2026-06-26 12:14:57.292819,12186133157,0,1
OPEN,2026-06-26 12:15:37.293432,0,0
1,2026-06-26 12:18:17.044482,12186133157,0,1
1,2026-06-26 12:18:17.044482,12186133157,10.39,1
OPEN,2026-06-26 12:18:57.045214,0,0
1,2026-06-26 12:18:59.577707,12186133157,0,1
2,2026-06-26 12:19:03.419740,12186133157,0,1
2,2026-06-26 12:19:03.419740,12186133157,0,1
OPEN,2026-06-26 12:19:39.578445,0,0
1,2026-06-26 12:22:01.804307,12186133157,0,1
1,2026-06-26 12:22:01.804307,12186133157,0,1
OPEN,2026-06-26 12:22:41.804995,0,0
1,2026-06-26 12:22:51.193577,12186133157,0,1
2,2026-06-26 12:22:54.228108,12186133157,0,1
2,2026-06-26 12:22:54.228108,12186133157,29.33,1
OPEN,2026-06-26 12:23:31.194157,0,0
1,2026-06-26 12:27:01.487426,12186133157,0,1
1,2026-06-26 12:27:01.487426,12186133157,0,1
OPEN,2026-06-26 12:27:41.488060,0,0
1,2026-06-26 12:32:41.977900,12186133157,0,1
1,2026-06-26 12:32:41.977900,12186133157,0,1
OPEN,2026-06-26 12:33:21.978537,0,0
1,2026-06-26 12:33:52.444427,12186133157,0,1
1,2026-06-26 12:33:52.444427,12186133157,0,1
OPEN,2026-06-26 12:34:32.445008,0,0
1,2026-06-26 12:34:38.327549,12186133157,0,1
2,2026-06-26 12:34:42.371364,12186133157,0,1
2,2026-06-26 12:34:42.371364,12186133157,13.12,1
OPEN,2026-06-26 12:35:18.328327,0,0
1,2026-06-26 12:35:37.785155,12186133157,0,1
1,2026-06-26 12:35:37.785155,12186133157,15.87,1
OPEN,2026-06-26 12:36:17.785688,0,0
1,2026-06-26 12:39:18.446665,121836132,0,1
1,2026-06-26 12:39:18.446665,121836132,21.67,1
1,2026-06-26 12:39:27.682746,121836132,0,2
solo,2026-06-26 12:39:27.886732,0,0
2,2026-06-26 12:39:31.126261,121836132,0,2
2,2026-06-26 12:39:31.126261,121836132,22.17,2
3,2026-06-26 12:40:00.436934,121839170,0,2
4,2026-06-26 12:40:14.255989,121839170,0,2
2,2026-06-26 12:40:30.800706,121839170,0,1
OPEN,2026-06-26 12:41:10.803595,0,0
1,2026-06-26 12:41:22.421039,12186133157,0,1
2,2026-06-26 12:41:24.041870,12186133157,0,1
2,2026-06-26 12:41:24.041870,12186133157,0,1
OPEN,2026-06-26 12:42:02.421785,0,0
1,2026-06-26 12:42:04.160437,12186133157,0,1
999,2026-06-26 12:42:07.801589,1102000232,999,1
2,2026-06-26 12:42:08.009981,12186133157,0,1
2,2026-06-26 12:42:08.009981,12186133157,44.52,1
OPEN,2026-06-26 12:42:44.161105,0,0
1,2026-06-26 12:42:46.928554,12186133157,0,1
2,2026-06-26 12:42:49.964244,12186133157,0,1
2,2026-06-26 12:42:49.964244,12186133157,10.38,1
1,2026-06-26 12:43:16.560894,12186133157,0,2
solo,2026-06-26 12:43:16.764605,0,0
1,2026-06-26 12:43:16.560894,12186133157,0,2
2,2026-06-26 12:43:24.629668,12186133157,0,2
OPEN,2026-06-26 12:44:04.632559,0,0
1,2026-06-26 12:46:05.332148,121836132,0,2
1,2026-06-26 12:46:05.332148,121836132,21.875,2
1,2026-06-26 12:46:19.180449,121836132,0,1
solo,2026-06-26 12:46:19.383982,0,0
1,2026-06-26 12:46:19.180449,121836132,21.200000000000003,1
OPEN,2026-06-26 12:46:59.384590,0,0
1,2026-06-26 12:47:56.873506,121836132,0,1
1,2026-06-26 12:47:56.873506,121836132,21.42,1
1,2026-06-26 12:48:16.204939,121836132,0,2
solo,2026-06-26 12:48:16.408671,0,0
1,2026-06-26 12:48:16.204939,121836132,21.93,2
OPEN,2026-06-26 12:48:56.409286,0,0
1,2026-06-26 12:53:52.186916,121836132,0,2
1,2026-06-26 12:53:52.186916,121836132,22.435,2
1,2026-06-26 12:54:00.861449,121836132,0,1
solo,2026-06-26 12:54:01.065815,0,0
1,2026-06-26 12:54:00.861449,121836132,21.130000000000003,1
OPEN,2026-06-26 12:54:41.066533,0,0
1,2026-06-26 12:57:56.590993,12186133157,0,2
1,2026-06-26 12:57:56.590993,12186133157,23.505000000000003,2
1,2026-06-26 12:58:36.076201,12186133157,0,1
solo,2026-06-26 12:58:36.280108,0,0
1,2026-06-26 12:58:36.076201,12186133157,16.01,1
OPEN,2026-06-26 12:59:16.280879,0,0
1,2026-06-26 13:00:29.979930,121836132,0,1
1,2026-06-26 13:00:29.979930,121836132,21.78,1
1,2026-06-26 13:00:53.084627,121836132,0,2
solo,2026-06-26 13:00:53.290081,0,0
1,2026-06-26 13:00:53.084627,121836132,21.44,2
OPEN,2026-06-26 13:01:33.290826,0,0
1,2026-06-26 13:02:22.551034,121836132,0,2
1,2026-06-26 13:02:22.551034,121836132,22.064999999999998,2
1,2026-06-26 13:02:59.209085,121836132,0,1
solo,2026-06-26 13:02:59.412928,0,0
1,2026-06-26 13:02:59.209085,121836132,21.685,1
OPEN,2026-06-26 13:03:39.413721,0,0
1,2026-06-26 13:04:15.911539,121836132,0,1
1,2026-06-26 13:04:15.911539,121836132,21.884999999999998,1
1,2026-06-26 13:04:31.132260,121836132,0,2
solo,2026-06-26 13:04:31.337136,0,0
1,2026-06-26 13:04:31.132260,121836132,22.58,2
2,2026-06-26 13:04:36.924210,121836132,0,2
999,2026-06-26 13:04:40.000615,1102000232,999,2
3,2026-06-26 13:04:40.005358,121836132,0,2
OPEN,2026-06-26 13:05:20.007463,0,0
1,2026-06-26 13:06:17.411398,121836132,0,2
1,2026-06-26 13:06:17.411398,121836132,22.2,2
1,2026-06-26 13:06:26.794631,121836132,0,1
solo,2026-06-26 13:06:26.998561,0,0
1,2026-06-26 13:06:26.794631,121836132,21.875,1
OPEN,2026-06-26 13:07:06.999373,0,0
1,2026-06-26 13:09:55.688213,12186133157,0,1
1,2026-06-26 13:09:55.688213,12186133157,24.11,1
1,2026-06-26 13:10:12.046282,12186133157,0,2
solo,2026-06-26 13:10:12.251403,0,0
1,2026-06-26 13:10:12.046282,12186133157,24.145,2
OPEN,2026-06-26 13:10:52.252144,0,0
1,2026-06-26 13:15:01.025493,121836132,0,1
1,2026-06-26 13:15:01.025493,121836132,21.725,1
1,2026-06-26 13:15:12.523283,121836132,0,2
solo,2026-06-26 13:15:12.727344,0,0
2,2026-06-26 13:15:13.742659,121836132,0,2
2,2026-06-26 13:15:13.742659,121836132,21.97,2
3,2026-06-26 13:15:18.921469,121836132,0,2
OPEN,2026-06-26 13:15:58.923985,0,0
1,2026-06-26 13:22:13.157263,121836132,0,2
1,2026-06-26 13:22:13.157263,121836132,22.77,2
1,2026-06-26 13:22:23.650558,121836132,0,1
solo,2026-06-26 13:22:23.854737,0,0
1,2026-06-26 13:22:23.650558,121836132,21.9,1
2,2026-06-26 13:22:45.091226,12186133157,0,2
2,2026-06-26 13:22:57.044288,12186133157,0,1
OPEN,2026-06-26 13:23:37.047370,0,0
1,2026-06-26 13:42:12.573832,1218496122,0,1
1,2026-06-26 13:42:12.573832,1218496122,22.87,1
1,2026-06-26 13:42:17.693422,1218496122,0,2
solo,2026-06-26 13:42:17.897815,0,0
2,2026-06-26 13:42:20.327784,1218496122,0,2
2,2026-06-26 13:42:20.327784,1218496122,0,2
OPEN,2026-06-26 13:43:00.330851,0,0
1,2026-06-26 13:49:02.633666,121859271,0,1
1,2026-06-26 13:49:02.633666,121859271,21.59,1
1,2026-06-26 13:49:09.854995,121859271,0,2
solo,2026-06-26 13:49:10.058535,0,0
1,2026-06-26 13:49:09.854995,121859271,23.59,2
2,2026-06-26 13:49:25.985312,1218496122,0,2
2,2026-06-26 13:49:35.823974,1218496122,0,1
OPEN,2026-06-26 13:50:15.826412,0,0
1,2026-06-26 13:51:21.968471,1218496122,0,1
1,2026-06-26 13:51:21.968471,1218496122,20.045,1
1,2026-06-26 13:51:32.062055,1218496122,0,2
solo,2026-06-26 13:51:32.266828,0,0
2,2026-06-26 13:51:35.102407,1218496122,0,2
2,2026-06-26 13:51:35.102407,1218496122,0,2
OPEN,2026-06-26 13:52:15.104681,0,0
1,2026-06-26 13:57:42.734178,121859271,0,2
1,2026-06-26 13:57:42.734178,121859271,23.275,2
2,2026-06-26 13:58:05.614412,121859271,0,2
OPEN,2026-06-26 13:58:22.734941,0,0
1,2026-06-26 13:58:34.539011,1218496122,0,2
1,2026-06-26 13:58:34.539011,1218496122,23.235,2
OPEN,2026-06-26 13:59:14.539620,0,0
1,2026-06-26 14:00:54.399543,1218496122,0,2
1,2026-06-26 14:00:54.399543,1218496122,23.045,2
OPEN,2026-06-26 14:01:34.400039,0,0
1,2026-06-26 14:02:00.442989,121859271,0,2
1,2026-06-26 14:02:00.442989,121859271,23.46,2
2,2026-06-26 14:02:15.307554,121859271,0,2
OPEN,2026-06-26 14:02:40.443780,0,0
999,2026-06-26 14:02:52.584108,1102000232,999,2
1,2026-06-26 14:02:52.589652,121859271,0,2
1,2026-06-26 14:02:52.589652,121859271,22.744999999999997,2
2,2026-06-26 14:03:21.870459,121859271,0,2
OPEN,2026-06-26 14:03:32.590268,0,0
1,2026-06-26 14:04:09.754717,1218496122,0,2
1,2026-06-26 14:04:09.754717,1218496122,23.585,2
OPEN,2026-06-26 14:04:49.755376,0,0
1,2026-06-26 14:06:07.419898,1218496122,0,2
1,2026-06-26 14:06:07.419898,1218496122,23.11,2
OPEN,2026-06-26 14:06:47.420666,0,0
1,2026-06-26 14:08:15.284267,121859271,0,2
1,2026-06-26 14:08:15.284267,121859271,23.355,2
OPEN,2026-06-26 14:08:55.284920,0,0
1,2026-06-26 14:12:17.400788,1218496122,0,2
1,2026-06-26 14:12:17.400788,1218496122,22.77,2
1,2026-06-26 14:12:26.944756,1218496122,0,1
solo,2026-06-26 14:12:27.149557,0,0
1,2026-06-26 14:12:26.944756,1218496122,22.740000000000002,1
OPEN,2026-06-26 14:13:07.150329,0,0
1,2026-06-26 14:13:30.390829,121859271,0,2
1,2026-06-26 14:13:30.390829,121859271,23.025,2
OPEN,2026-06-26 14:14:10.391459,0,0
1,2026-06-26 14:14:21.699807,121859271,0,2
1,2026-06-26 14:14:21.699807,121859271,24.29,2
2,2026-06-26 14:14:46.103787,121859271,0,2
OPEN,2026-06-26 14:15:01.700449,0,0
1,2026-06-26 14:15:55.612727,121859271,0,2
1,2026-06-26 14:15:55.612727,121859271,24.245,2
OPEN,2026-06-26 14:16:35.613272,0,0
1,2026-06-26 14:20:25.843711,121859271,0,2
1,2026-06-26 14:20:25.843711,121859271,23.055,2
OPEN,2026-06-26 14:21:05.844299,0,0
1,2026-06-26 14:21:35.359034,121859271,0,2
1,2026-06-26 14:21:35.359034,121859271,23.33,2
999,2026-06-26 14:21:52.299743,1102000232,999,1
1,2026-06-26 14:21:52.305255,121859271,0,1
solo,2026-06-26 14:21:52.509123,0,0
1,2026-06-26 14:21:52.305255,121859271,22.575,1
OPEN,2026-06-26 14:22:32.509841,0,0
1,2026-06-26 14:23:40.025106,1218496122,0,1
1,2026-06-26 14:23:40.025106,1218496122,23.37,1
1,2026-06-26 14:23:50.413426,1218496122,0,2
solo,2026-06-26 14:23:50.620088,0,0
1,2026-06-26 14:23:50.413426,1218496122,23.36,2
OPEN,2026-06-26 14:24:30.620797,0,0
1,2026-06-26 14:28:58.719481,121859271,0,1
1,2026-06-26 14:28:58.719481,121859271,23.18,1
1,2026-06-26 14:29:11.444021,121859271,0,2
solo,2026-06-26 14:29:11.648026,0,0
1,2026-06-26 14:29:11.444021,121859271,23.28,2
OPEN,2026-06-26 14:29:51.648743,0,0
1,2026-06-26 14:39:39.259162,1218496122,0,2
1,2026-06-26 14:39:39.259162,1218496122,23.45,2
1,2026-06-26 14:39:47.159597,1218496122,0,1
solo,2026-06-26 14:39:47.364660,0,0
1,2026-06-26 14:39:47.159597,1218496122,23.240000000000002,1
OPEN,2026-06-26 14:40:27.365262,0,0
1,2026-06-26 14:40:33.332766,121859271,0,1
1,2026-06-26 14:40:33.332766,121859271,23.845,1
OPEN,2026-06-26 14:41:13.333371,0,0
1,2026-06-26 14:49:35.286670,121859271,0,1
1,2026-06-26 14:49:35.286670,121859271,23.695,1
1,2026-06-26 14:49:59.497910,121859271,0,2
solo,2026-06-26 14:49:59.703054,0,0
1,2026-06-26 14:49:59.497910,121859271,24.47,2
OPEN,2026-06-26 14:50:39.703757,0,0
1,2026-06-26 14:50:41.647789,1218496122,0,2
1,2026-06-26 14:50:41.647789,1218496122,24.095,2
OPEN,2026-06-26 14:51:21.648414,0,0
1,2026-06-26 14:55:00.778870,121859271,0,2
1,2026-06-26 14:55:00.778870,121859271,25.615000000000002,2
OPEN,2026-06-26 14:55:40.779417,0,0
999,2026-06-26 14:56:25.069116,1102000232,999,2
1,2026-06-26 14:56:25.074365,121859271,0,2
1,2026-06-26 14:56:25.074365,121859271,13.08,2
OPEN,2026-06-26 14:57:05.074955,0,0
1,2026-06-26 14:59:32.642870,121859271,0,2
1,2026-06-26 14:59:32.642870,121859271,24.185000000000002,2
1,2026-06-26 14:59:46.547691,121859271,0,1
solo,2026-06-26 14:59:46.751654,0,0
1,2026-06-26 14:59:46.547691,121859271,23.62,1
OPEN,2026-06-26 15:00:26.752481,0,0
1,2026-06-26 15:06:10.852009,121859271,0,1
1,2026-06-26 15:06:10.852009,121859271,23.42,1
1,2026-06-26 15:06:29.064711,121859271,0,2
solo,2026-06-26 15:06:29.269673,0,0
1,2026-06-26 15:06:29.064711,121859271,24.785,2
OPEN,2026-06-26 15:07:09.270556,0,0
1,2026-06-26 15:08:55.608767,1218496122,0,2
1,2026-06-26 15:08:55.608767,1218496122,24.04,2
OPEN,2026-06-26 15:09:35.609344,0,0
1,2026-06-26 15:10:29.279327,1218496122,0,2
1,2026-06-26 15:10:29.279327,1218496122,23.86,2
1,2026-06-26 15:10:51.395859,1218496122,0,1
solo,2026-06-26 15:10:51.600393,0,0
1,2026-06-26 15:10:51.395859,1218496122,23.53,1
OPEN,2026-06-26 15:11:31.601190,0,0
1,2026-06-26 15:11:41.013183,1218496122,0,1
1,2026-06-26 15:11:41.013183,1218496122,23.630000000000003,1
1,2026-06-26 15:11:59.518699,1218496122,0,2
solo,2026-06-26 15:11:59.723484,0,0
1,2026-06-26 15:11:59.518699,1218496122,23.85,2
OPEN,2026-06-26 15:12:39.724203,0,0
1,2026-06-26 15:14:20.086369,121859271,0,2
1,2026-06-26 15:14:20.086369,121859271,24.405,2
OPEN,2026-06-26 15:15:00.087007,0,0
1,2026-06-26 15:16:48.088490,121859271,0,2
1,2026-06-26 15:16:48.088490,121859271,23.759999999999998,2
1,2026-06-26 15:17:04.795436,121859271,0,1
solo,2026-06-26 15:17:04.998635,0,0
1,2026-06-26 15:17:04.795436,121859271,23.54,1
OPEN,2026-06-26 15:17:44.999331,0,0
1,2026-06-26 15:22:01.752605,1218496122,0,2
1,2026-06-26 15:22:01.752605,1218496122,23.41,2
1,2026-06-26 15:22:12.207657,1218496122,0,1
solo,2026-06-26 15:22:12.412386,0,0
1,2026-06-26 15:22:12.207657,1218496122,23.13,1
2,2026-06-26 15:22:33.431501,121839170,0,1
2,2026-06-26 15:23:08.869217,121839170,0,2
OPEN,2026-06-26 15:23:48.872250,0,0
1,2026-06-26 15:24:01.099682,1218496122,0,1
1,2026-06-26 15:24:01.099682,1218496122,23.46,1
1,2026-06-26 15:24:13.840143,1218496122,0,2
solo,2026-06-26 15:24:14.043997,0,0
2,2026-06-26 15:24:16.474281,1218496122,0,2
2,2026-06-26 15:24:16.474281,1218496122,0,2
OPEN,2026-06-26 15:24:56.476880,0,0
1,2026-06-26 15:25:04.092728,1218496122,0,2
1,2026-06-26 15:25:04.092728,1218496122,24.13,2
OPEN,2026-06-26 15:25:44.093372,0,0
1,2026-06-26 15:26:08.937683,1218496122,0,2
1,2026-06-26 15:26:08.937683,1218496122,23.535,2
1,2026-06-26 15:26:24.752929,1218496122,0,1
solo,2026-06-26 15:26:26.167533,0,0
1,2026-06-26 15:26:24.752929,1218496122,23.09,1
OPEN,2026-06-26 15:27:06.168213,0,0
1,2026-06-26 15:27:08.426268,1218496122,0,1
1,2026-06-26 15:27:08.426268,1218496122,23.695,1
1,2026-06-26 15:27:22.610258,1218496122,0,2
solo,2026-06-26 15:27:22.814734,0,0
2,2026-06-26 15:27:24.844113,1218496122,0,2
2,2026-06-26 15:27:24.844113,1218496122,0,2
OPEN,2026-06-26 15:28:04.846940,0,0
1,2026-06-26 15:28:05.040176,12186133157,0,1
1,2026-06-26 15:28:05.040176,12186133157,22.65,1
1,2026-06-26 15:28:16.468760,12186133157,0,2
solo,2026-06-26 15:28:16.672519,0,0
1,2026-06-26 15:28:16.468760,12186133157,24.64,2
OPEN,2026-06-26 15:28:56.673262,0,0
1,2026-06-26 15:34:29.325231,1218496122,0,2
1,2026-06-26 15:34:29.325231,1218496122,24.115000000000002,2
OPEN,2026-06-26 15:35:09.325912,0,0
1,2026-06-26 15:35:32.902380,121836132,0,1
1,2026-06-26 15:35:32.902380,121836132,18.965,1
1,2026-06-26 15:35:50.526570,121836132,0,2
solo,2026-06-26 15:35:50.730594,0,0
999,2026-06-26 15:35:54.373362,1102000232,999,2
2,2026-06-26 15:35:54.581090,121836132,0,2
2,2026-06-26 15:35:54.581090,121836132,22.785,2
3,2026-06-26 15:36:11.428199,121839170,0,2
2,2026-06-26 15:36:23.187594,121839170,0,1
4,2026-06-26 15:36:26.747367,1218496122,0,2
999,2026-06-26 15:36:32.959312,1102000232,999,1
3,2026-06-26 15:36:32.964676,1218496122,0,1
OPEN,2026-06-26 15:37:12.967373,0,0
1,2026-06-26 15:38:46.236917,12186133157,0,2
1,2026-06-26 15:38:46.236917,12186133157,23.520000000000003,2
OPEN,2026-06-26 15:39:26.237647,0,0
1,2026-06-26 15:41:38.492436,12186133157,0,2
2,2026-06-26 15:41:41.526706,12186133157,0,2
2,2026-06-26 15:41:41.526706,12186133157,23.895,2
OPEN,2026-06-26 15:42:18.493106,0,0
1,2026-06-26 15:42:50.931235,12186133157,0,2
1,2026-06-26 15:42:50.931235,12186133157,24.09,2
OPEN,2026-06-26 15:43:30.931922,0,0
1,2026-06-26 15:44:12.011499,12186133157,0,2
1,2026-06-26 15:44:12.011499,12186133157,23.41,2
OPEN,2026-06-26 15:44:52.012178,0,0
1,2026-06-26 15:45:35.392411,121836132,0,2
1,2026-06-26 15:45:35.392411,121836132,25.665,2
OPEN,2026-06-26 15:46:15.393066,0,0
1,2026-06-26 15:46:25.424753,12186133157,0,2
1,2026-06-26 15:46:25.424753,12186133157,24.22,2
OPEN,2026-06-26 15:47:05.425356,0,0
1,2026-06-26 15:48:08.666532,121836132,0,2
1,2026-06-26 15:48:08.666532,121836132,22.07,2
1,2026-06-26 15:48:23.491186,1218496122,0,1
start Lindzey,2026-06-26 15:48:24.502670,0,0
1,2026-06-26 15:48:23.491186,1218496122,22.245,1
2,2026-06-26 15:50:02.791639,1218496122,0,2
3,2026-06-26 15:50:26.248704,121836132,0,2
4,2026-06-26 15:50:45.764002,121836132,0,2
2,2026-06-26 15:51:19.366652,121836132,0,1
5,2026-06-26 15:51:22.259111,12186133157,0,2
3,2026-06-26 15:51:32.804868,121839170,0,1
6,2026-06-26 15:52:23.513531,121839170,0,2
4,2026-06-26 15:52:46.736314,121836132,0,1
7,2026-06-26 15:52:48.146894,12186133157,0,2
8,2026-06-26 15:53:05.601667,121836132,0,2
9,2026-06-26 15:53:06.926589,121836132,0,2
10,2026-06-26 15:53:32.298539,12186133157,0,2
End Lindzey,2026-06-26 15:54:02.301016,0,0
OPEN,2026-06-26 15:54:12.301397,0,0
999,2026-06-26 15:54:22.287561,1102000232,999,2
1,2026-06-26 15:54:22.293028,12186133157,0,2
1,2026-06-26 15:54:22.293028,12186133157,24.915,2
OPEN,2026-06-26 15:55:02.293729,0,0
1,2026-06-26 15:55:08.606364,121839170,0,2
1,2026-06-26 15:55:08.606364,121839170,23.520000000000003,2
OPEN,2026-06-26 15:55:48.606896,0,0
1,2026-06-26 15:56:37.689476,121839170,0,2
2,2026-06-26 15:56:39.109708,121839170,0,2
2,2026-06-26 15:56:39.109708,121839170,23.674999999999997,2
OPEN,2026-06-26 15:57:17.690087,0,0
1,2026-06-26 15:58:47.415636,121836132,0,2
1,2026-06-26 15:58:47.415636,121836132,21.869999999999997,2
2,2026-06-26 15:59:14.943486,121836132,0,2
OPEN,2026-06-26 15:59:27.416198,0,0
1,2026-06-26 16:00:41.603443,121836132,0,2
1,2026-06-26 16:00:41.603443,121836132,21.745,2
OPEN,2026-06-26 16:01:21.603993,0,0
1,2026-06-26 16:02:12.553762,121839170,0,2
1,2026-06-26 16:02:12.553762,121839170,23.494999999999997,2
OPEN,2026-06-26 16:02:52.554385,0,0
1,2026-06-26 16:03:19.719774,121839170,0,2
1,2026-06-26 16:03:19.719774,121839170,23.31,2
OPEN,2026-06-26 16:03:59.720416,0,0
1,2026-06-26 16:04:51.249073,12186133157,0,2
1,2026-06-26 16:04:51.249073,12186133157,24.08,2
OPEN,2026-06-26 16:05:31.249718,0,0
1,2026-06-26 16:05:34.748292,12186133157,0,2
1,2026-06-26 16:05:34.748292,12186133157,23.840000000000003,2
1,2026-06-26 16:06:16.027648,12186133157,0,1
solo,2026-06-26 16:06:16.230724,0,0
1,2026-06-26 16:06:16.027648,12186133157,15.18,1
OPEN,2026-06-26 16:06:56.231746,0,0
1,2026-06-26 16:07:56.638619,121836132,0,2
1,2026-06-26 16:07:56.638619,121836132,21.7,2
OPEN,2026-06-26 16:08:36.639240,0,0
1,2026-06-26 16:09:20.611572,121836132,0,2
1,2026-06-26 16:09:20.611572,121836132,22.19,2
OPEN,2026-06-26 16:10:00.612265,0,0
1,2026-06-26 16:11:33.962266,121836132,0,2
1,2026-06-26 16:11:33.962266,121836132,21.83,2
2,2026-06-26 16:12:02.225631,1218496122,0,2
OPEN,2026-06-26 16:12:13.962819,0,0
1,2026-06-26 16:13:52.981857,1218496122,0,2
1,2026-06-26 16:13:52.981857,1218496122,24.095,2
OPEN,2026-06-26 16:14:32.982578,0,0
1,2026-06-26 16:15:11.991164,1218496122,0,2
1,2026-06-26 16:15:11.991164,1218496122,23.695,2
1,2026-06-26 16:15:21.968806,1218496122,0,1
solo,2026-06-26 16:15:22.174227,0,0
1,2026-06-26 16:15:21.968806,1218496122,22.53,1
OPEN,2026-06-26 16:16:02.175057,0,0
1,2026-06-26 16:19:23.278735,1218496122,0,1
1,2026-06-26 16:19:23.278735,1218496122,23.6,1
1,2026-06-26 16:19:37.963069,1218496122,0,2
solo,2026-06-26 16:19:38.167151,0,0
1,2026-06-26 16:19:37.963069,1218496122,23.795,2
OPEN,2026-06-26 16:20:18.167781,0,0
999,2026-06-26 16:20:41.028433,1102000232,999,2
1,2026-06-26 16:20:41.033521,121839170,0,2
1,2026-06-26 16:20:43.058476,121836132,0,1
start Lindzey,2026-06-26 16:20:43.466012,0,0
1,2026-06-26 16:20:41.033521,121839170,23.685000000000002,2
1,2026-06-26 16:20:43.058476,121836132,21.445,1
End Lindzey,2026-06-26 16:21:13.466286,0,0
OPEN,2026-06-26 16:21:23.466787,0,0
1,2026-06-26 16:21:38.134827,121839170,0,2
1,2026-06-26 16:21:38.134827,121839170,23.515,2
2,2026-06-26 16:21:42.838641,121839170,0,2
1,2026-06-26 16:21:53.634435,121839170,0,1
solo,2026-06-26 16:21:53.838165,0,0
1,2026-06-26 16:21:53.634435,121839170,23.28,1
OPEN,2026-06-26 16:22:33.838904,0,0
1,2026-06-26 16:22:54.244533,121836132,0,1
1,2026-06-26 16:22:54.244533,121836132,21.57,1
1,2026-06-26 16:23:08.496603,121836132,0,2
solo,2026-06-26 16:23:08.701435,0,0
1,2026-06-26 16:23:08.496603,121836132,22.25,2
2,2026-06-26 16:23:17.102794,121836132,0,2
OPEN,2026-06-26 16:23:57.105652,0,0
1,2026-06-26 16:24:33.278225,121836132,0,2
1,2026-06-26 16:24:33.278225,121836132,22.54,2
1,2026-06-26 16:24:37.674031,12186133157,0,1
start Lindzey,2026-06-26 16:24:40.703052,0,0
1,2026-06-26 16:24:37.674031,12186133157,24.11,1
2,2026-06-26 16:25:02.999202,121839170,0,1
3,2026-06-26 16:25:09.883658,121839170,0,1
4,2026-06-26 16:25:12.722453,121839170,0,1
2,2026-06-26 16:26:47.863749,12186133157,0,2
3,2026-06-26 16:26:51.504878,12186133157,0,2
4,2026-06-26 16:27:03.552048,121839170,0,2
5,2026-06-26 16:27:19.215139,1218496122,0,2
End Lindzey,2026-06-26 16:27:49.217235,0,0
OPEN,2026-06-26 16:27:59.217706,0,0
1,2026-06-26 16:28:17.118394,1218496122,0,2
1,2026-06-26 16:28:17.118394,1218496122,24.215,2
1,2026-06-26 16:28:26.280980,1218496122,0,1
solo,2026-06-26 16:28:26.484881,0,0
2,2026-06-26 16:28:29.118366,121836132,0,2
1,2026-06-26 16:28:26.280980,1218496122,22.94,1
2,2026-06-26 16:28:41.244145,121836132,0,1
OPEN,2026-06-26 16:29:21.246624,0,0
1,2026-06-26 16:53:09.724146,121839170,0,2
1,2026-06-26 16:53:09.724146,121839170,23.875,2
OPEN,2026-06-26 16:53:49.724656,0,0
1,2026-06-26 16:54:02.354082,121839170,0,2
1,2026-06-26 16:54:02.354082,121839170,25.490000000000002,2
2,2026-06-26 16:54:19.472528,121839170,0,2
3,2026-06-26 16:54:26.267877,121839170,0,2
4,2026-06-26 16:54:30.678381,121839170,0,2
OPEN,2026-06-26 16:54:42.354594,0,0
1,2026-06-26 16:54:45.085201,121839170,0,2
1,2026-06-26 16:54:45.085201,121839170,24.045,2
1,2026-06-26 16:54:59.738532,121839170,0,1
solo,2026-06-26 16:54:59.942446,0,0
1,2026-06-26 16:54:59.738532,121839170,23.915,1
2,2026-06-26 16:55:04.181955,12186133157,0,2
2,2026-06-26 16:55:23.754289,12186133157,0,1
OPEN,2026-06-26 16:56:03.757209,0,0
1,2026-06-26 17:10:01.226322,121839170,0,1
1,2026-06-26 17:10:01.226322,121839170,24.12,1
OPEN,2026-06-26 17:11:10.799464,0,0
1,2026-06-26 17:27:55.122120,121839170,0,1
1,2026-06-26 17:27:55.122120,121839170,24.21,1
OPEN,2026-06-26 17:28:54.107080,0,0
1,2026-06-26 17:40:12.629854,12186133157,0,1
2,2026-06-26 17:40:14.050348,12186133157,0,1
2,2026-06-26 17:40:14.050348,12186133157,0,1
OPEN,2026-06-26 17:40:52.630545,0,0
1,2026-06-26 17:47:11.596844,121836132,0,1
1,2026-06-26 17:47:11.596844,121836132,21.69,1
2,2026-06-26 17:47:18.998504,121839170,0,1
1,2026-06-26 17:47:19.804529,121836132,0,2
sequence,2026-06-26 17:47:20.008037,0,0
1,2026-06-26 17:47:19.804529,121836132,22.22,2
999,2026-06-26 17:47:24.998686,1102000232,999,2
2,2026-06-26 17:47:25.004019,121839170,0,2
OPEN,2026-06-26 17:48:05.006761,0,0
1,2026-06-26 17:58:24.389914,121836132,0,2
1,2026-06-26 17:58:24.389914,121836132,21.755,2
1,2026-06-26 17:58:40.154355,121859271,0,1
